dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1531580400,2018-07-14 15:00:00 +0000 UTC,4167147,,,,302.31,301.15,303.15,1020,,,74,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1531584000,2018-07-14 16:00:00 +0000 UTC,4167147,,,,304.15,303.15,305.15,1020,,,59,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531587600,2018-07-14 17:00:00 +0000 UTC,4167147,,,,305.15,305.15,305.15,1020,,,59,1,258,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531591200,2018-07-14 18:00:00 +0000 UTC,4167147,,,,305.4,305.15,306.15,1020,,,55,1,258,,,,,,,,,75,803,Clouds,broken clouds,04d
1531594800,2018-07-14 19:00:00 +0000 UTC,4167147,,,,305.77,305.15,306.15,1019,,,52,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1531598400,2018-07-14 20:00:00 +0000 UTC,4167147,,,,306.29,305.15,307.15,1018,,,49,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1531602000,2018-07-14 21:00:00 +0000 UTC,4167147,,,,306.43,305.15,307.15,1018,,,41,2,220,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531605600,2018-07-14 22:00:00 +0000 UTC,4167147,,,,305.99,304.15,307.15,1017,,,55,1,140,,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11d
1531609200,2018-07-14 23:00:00 +0000 UTC,4167147,,,,305.58,304.15,306.15,1018,,,62,5,270,,,,,,,,,1,800,Clear,sky is clear,01d
1531612800,2018-07-15 00:00:00 +0000 UTC,4167147,,,,304.56,303.15,305.15,1017,,,52,2,180,,,,,,,,,20,211,Thunderstorm,proximity thunderstorm,11d
1531616400,2018-07-15 01:00:00 +0000 UTC,4167147,,,,302.88,301.15,305.15,1018,,,74,3,120,,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11n
1531620000,2018-07-15 02:00:00 +0000 UTC,4167147,,,,301.85,300.15,304.15,1018,,,70,4,290,,,,,,,,,90,804,Clouds,overcast clouds,04n
1531623600,2018-07-15 03:00:00 +0000 UTC,4167147,,,,301.12,300.15,302.15,1019,,,70,2,110,,,,,,,,,75,803,Clouds,broken clouds,04n
1531627200,2018-07-15 04:00:00 +0000 UTC,4167147,,,,300.96,300.15,302.15,1019,,,70,3,160,,,,,,,,,20,801,Clouds,few clouds,02n
1531630800,2018-07-15 05:00:00 +0000 UTC,4167147,,,,300.46,299.15,301.15,1019,,,74,2,150,,,,,,,,,1,800,Clear,sky is clear,01n
1531634400,2018-07-15 06:00:00 +0000 UTC,4167147,,,,300.14,299.15,301.15,1018,,,74,1,150,,,,,,,,,1,800,Clear,sky is clear,01n
1531638000,2018-07-15 07:00:00 +0000 UTC,4167147,,,,299.65,299.15,300.15,1018,,,78,1,150,,,,,,,,,1,800,Clear,sky is clear,01n
1531641600,2018-07-15 08:00:00 +0000 UTC,4167147,,,,298.82,297.15,300.15,1017,,,88,2,100,,,,,,,,,1,800,Clear,sky is clear,01n
1531645200,2018-07-15 09:00:00 +0000 UTC,4167147,,,,298.64,298.15,299.15,1017,,,88,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1531648800,2018-07-15 10:00:00 +0000 UTC,4167147,,,,298.48,297.15,299.15,1017,,,88,2,220,,,,,,,,,1,800,Clear,sky is clear,01n
1531652400,2018-07-15 11:00:00 +0000 UTC,4167147,,,,298.14,297.15,299.15,1017,,,88,2,200,,,,,,,,,1,800,Clear,sky is clear,01n
1531656000,2018-07-15 12:00:00 +0000 UTC,4167147,,,,298,297.15,299.15,1018,,,88,1,210,,,,,,,,,1,800,Clear,sky is clear,01d
1531659600,2018-07-15 13:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1018,,,88,1,206,,,,,,,,,1,800,Clear,sky is clear,01d
1531663200,2018-07-15 14:00:00 +0000 UTC,4167147,,,,300.4,300.15,301.15,1019,,,83,1,260,,,,,,,,,1,800,Clear,sky is clear,01d
1531666800,2018-07-15 15:00:00 +0000 UTC,4167147,,,,301.72,301.15,302.15,1019,,,74,2,250,,,,,,,,,1,800,Clear,sky is clear,01d
1531670400,2018-07-15 16:00:00 +0000 UTC,4167147,,,,303.28,302.15,304.15,1019,,,66,2,210,,,,,,,,,1,800,Clear,sky is clear,01d
1531674000,2018-07-15 17:00:00 +0000 UTC,4167147,,,,304.78,303.15,306.15,1019,,,59,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1531677600,2018-07-15 18:00:00 +0000 UTC,4167147,,,,305.41,304.15,306.15,1019,,,55,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1531681200,2018-07-15 19:00:00 +0000 UTC,4167147,,,,306.15,306.15,306.15,1018,,,55,3,180,,,,,,,,,20,801,Clouds,few clouds,02d
1531684800,2018-07-15 20:00:00 +0000 UTC,4167147,,,,306.16,305.15,307.15,1018,,,52,3,150,,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11d
1531688400,2018-07-15 21:00:00 +0000 UTC,4167147,,,,305.56,302.15,307.15,1017,,,74,3,20,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531692000,2018-07-15 22:00:00 +0000 UTC,4167147,,,,305.41,303.15,307.15,1016,,,52,1,180,,,,,,,,,1,800,Clear,sky is clear,01d
1531695600,2018-07-15 23:00:00 +0000 UTC,4167147,,,,306.16,305.15,307.15,1016,,,52,2,210,,,,,,,,,1,800,Clear,sky is clear,01d
1531699200,2018-07-16 00:00:00 +0000 UTC,4167147,,,,304.78,302.15,307.15,1017,,,66,3,320,,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11d
1531702800,2018-07-16 01:00:00 +0000 UTC,4167147,,,,303.39,301.15,305.15,1016,,,62,3,330,,,,,,,,,1,800,Clear,sky is clear,01n
1531706400,2018-07-16 02:00:00 +0000 UTC,4167147,,,,301.69,300.15,304.15,1017,,,70,3,310,,,,,,,,,75,211,Thunderstorm,thunderstorm,11n
1531710000,2018-07-16 03:00:00 +0000 UTC,4167147,,,,300.85,300.15,302.15,1018,,,74,4,360,,,,,,,,,90,211,Thunderstorm,thunderstorm,11n
1531710000,2018-07-16 03:00:00 +0000 UTC,4167147,,,,300.85,300.15,302.15,1018,,,74,4,360,,,,,,,,,90,701,Mist,mist,50n
1531713600,2018-07-16 04:00:00 +0000 UTC,4167147,,,,300.3,299.15,301.15,1018,,,74,6,10,,,,,,,,,75,211,Thunderstorm,thunderstorm,11n
1531717200,2018-07-16 05:00:00 +0000 UTC,4167147,,,,299.81,299.15,300.15,1019,,,83,2,200,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1531720800,2018-07-16 06:00:00 +0000 UTC,4167147,,,,300.15,300.15,300.15,1019,,,83,3,250,,,,,,,,,90,211,Thunderstorm,thunderstorm,11n
1531724400,2018-07-16 07:00:00 +0000 UTC,4167147,,,,299.56,297.15,301.15,1018,,,83,3,300,,,,,,,,,20,801,Clouds,few clouds,02n
1531728000,2018-07-16 08:00:00 +0000 UTC,4167147,,,,299.02,297.15,300.15,1017,,,83,1,153,,,,,,,,,1,800,Clear,sky is clear,01n
1531731600,2018-07-16 09:00:00 +0000 UTC,4167147,,,,298.84,297.15,300.15,1017,,,88,1,153,,,,,,,,,1,800,Clear,sky is clear,01n
1531735200,2018-07-16 10:00:00 +0000 UTC,4167147,,,,298.67,297.15,299.15,1017,,,88,1,153,,,,,,,,,1,800,Clear,sky is clear,01n
1531738800,2018-07-16 11:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1018,,,88,1,178,,,,,,,,,1,800,Clear,sky is clear,01n
1531742400,2018-07-16 12:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1018,,,88,1,178,,,,,,,,,1,800,Clear,sky is clear,01d
1531746000,2018-07-16 13:00:00 +0000 UTC,4167147,,,,300.15,300.15,300.15,1018,,,83,2,120,,,,,,,,,1,800,Clear,sky is clear,01d
1531749600,2018-07-16 14:00:00 +0000 UTC,4167147,,,,301.42,300.15,303.15,1019,,,83,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1531753200,2018-07-16 15:00:00 +0000 UTC,4167147,,,,302.58,302.15,303.15,1019,,,74,2,200,,,,,,,,,1,800,Clear,sky is clear,01d
1531756800,2018-07-16 16:00:00 +0000 UTC,4167147,,,,304.78,304.15,306.15,1019,,,66,2,170,,,,,,,,,1,800,Clear,sky is clear,01d
1531760400,2018-07-16 17:00:00 +0000 UTC,4167147,,,,305.41,305.15,306.15,1019,,,62,1,0,,,,,,,,,1,800,Clear,sky is clear,01d
1531764000,2018-07-16 18:00:00 +0000 UTC,4167147,,,,306.16,305.15,307.15,1018,,,55,3,170,,,,,,,,,40,211,Thunderstorm,thunderstorm,11d
1531767600,2018-07-16 19:00:00 +0000 UTC,4167147,,,,306.89,305.15,309.15,1018,,,52,4,210,,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11d
1531771200,2018-07-16 20:00:00 +0000 UTC,4167147,,,,305.07,300.15,309.15,1017,,,59,5,220,,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1531774800,2018-07-16 21:00:00 +0000 UTC,4167147,,,,302.58,297.15,308.15,1018,,,78,5,290,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1531778400,2018-07-16 22:00:00 +0000 UTC,4167147,,,,302.94,299.15,307.15,1017,,,83,2,30,,,,,,,,,1,800,Clear,sky is clear,01d
1531782000,2018-07-16 23:00:00 +0000 UTC,4167147,,,,302.67,300.15,306.15,1017,,,70,2,150,,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11d
1531785600,2018-07-17 00:00:00 +0000 UTC,4167147,,,,302.41,300.15,304.15,1017,,,62,2,340,,,,,,,,,1,800,Clear,sky is clear,01d
1531789200,2018-07-17 01:00:00 +0000 UTC,4167147,,,,301.78,300.15,304.15,1018,,,70,1,310,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531792800,2018-07-17 02:00:00 +0000 UTC,4167147,,,,301,300.15,302.15,1018,,,70,1,204,,,,,,,,,1,800,Clear,sky is clear,01n
1531796400,2018-07-17 03:00:00 +0000 UTC,4167147,,,,300.43,299.15,302.15,1018,,,74,1,204,,,,,,,,,1,800,Clear,sky is clear,01n
1531800000,2018-07-17 04:00:00 +0000 UTC,4167147,,,,299.94,299.15,301.15,1019,,,78,1,230,,,,,,,,,20,801,Clouds,few clouds,02n
1531803600,2018-07-17 05:00:00 +0000 UTC,4167147,,,,300.31,299.15,301.15,1019,,,78,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531807200,2018-07-17 06:00:00 +0000 UTC,4167147,,,,299.98,299.15,301.15,1019,,,83,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1531810800,2018-07-17 07:00:00 +0000 UTC,4167147,,,,299.96,299.15,301.15,1019,,,74,1,250,,,,,,,,,40,802,Clouds,scattered clouds,03n
1531814400,2018-07-17 08:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1018,,,88,1,176,,,,,,,,,40,802,Clouds,scattered clouds,03n
1531818000,2018-07-17 09:00:00 +0000 UTC,4167147,,,,298.97,298.15,300.15,1018,,,83,2,210,,,,,,,,,1,800,Clear,sky is clear,01n
1531821600,2018-07-17 10:00:00 +0000 UTC,4167147,,,,298.64,298.15,299.15,1018,,,88,2,220,,,,,,,,,1,800,Clear,sky is clear,01n
1531825200,2018-07-17 11:00:00 +0000 UTC,4167147,,,,298.97,298.15,300.15,1018,,,83,1,210,,,,,,,,,1,800,Clear,sky is clear,01n
1531828800,2018-07-17 12:00:00 +0000 UTC,4167147,,,,298.44,297.15,299.15,1019,,,88,1,220,,,,,,,,,1,800,Clear,sky is clear,01d
1531832400,2018-07-17 13:00:00 +0000 UTC,4167147,,,,299.72,299.15,300.15,1019,,,83,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1531836000,2018-07-17 14:00:00 +0000 UTC,4167147,,,,301.53,300.15,302.15,1019,,,83,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1531839600,2018-07-17 15:00:00 +0000 UTC,4167147,,,,303.4,302.15,304.15,1019,,,66,4,220,,,,,,,,,1,800,Clear,sky is clear,01d
1531843200,2018-07-17 16:00:00 +0000 UTC,4167147,,,,304.28,303.15,305.15,1019,,,62,4,210,,,,,,,,,20,801,Clouds,few clouds,02d
1531846800,2018-07-17 17:00:00 +0000 UTC,4167147,,,,305.27,304.15,306.15,1019,,,66,4,190,,,,,,,,,20,211,Thunderstorm,proximity thunderstorm,11d
1531850400,2018-07-17 18:00:00 +0000 UTC,4167147,,,,305.41,304.15,307.15,1018,,,55,5,190,,,,,,,,,1,800,Clear,sky is clear,01d
1531854000,2018-07-17 19:00:00 +0000 UTC,4167147,,,,306.15,305.15,307.15,1019,,,62,6,260,,,,,,,,,20,211,Thunderstorm,thunderstorm,11d
1531857600,2018-07-17 20:00:00 +0000 UTC,4167147,,,,307,305.15,309.15,1017,,,41,5,260,,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11d
1531861200,2018-07-17 21:00:00 +0000 UTC,4167147,,,,306.42,303.15,309.15,1017,,,52,6,300,0.9,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1531861200,2018-07-17 21:00:00 +0000 UTC,4167147,,,,306.42,303.15,309.15,1017,,,52,6,300,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1531864800,2018-07-17 22:00:00 +0000 UTC,4167147,,,,304.4,302.15,307.15,1017,,,62,6,300,0.9,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11d
1531864800,2018-07-17 22:00:00 +0000 UTC,4167147,,,,304.4,302.15,307.15,1017,,,62,6,300,0.9,,,,,,,,40,521,Rain,proximity shower rain,09d
1531868400,2018-07-17 23:00:00 +0000 UTC,4167147,,,,302.01,299.15,304.15,1017,,,66,4,290,0.3,,,,,,,,20,211,Thunderstorm,proximity thunderstorm,11d
1531868400,2018-07-17 23:00:00 +0000 UTC,4167147,,,,302.01,299.15,304.15,1017,,,66,4,290,0.3,,,,,,,,20,701,Mist,mist,50d
1531868400,2018-07-17 23:00:00 +0000 UTC,4167147,,,,302.01,299.15,304.15,1017,,,66,4,290,0.3,,,,,,,,20,500,Rain,light rain,10d
1531868400,2018-07-17 23:00:00 +0000 UTC,4167147,,,,302.01,299.15,304.15,1017,,,66,4,290,0.3,,,,,,,,20,741,Fog,fog,50d
1531872000,2018-07-18 00:00:00 +0000 UTC,4167147,,,,301.05,298.15,304.15,1018,,,88,3,160,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1531875600,2018-07-18 01:00:00 +0000 UTC,4167147,,,,300.41,298.15,302.15,1018,,,78,4,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531879200,2018-07-18 02:00:00 +0000 UTC,4167147,,,,300.14,298.15,301.15,1017,,,78,2,170,,,,,,,,,75,803,Clouds,broken clouds,04n
1531882800,2018-07-18 03:00:00 +0000 UTC,4167147,,,,299.8,298.15,301.15,1018,,,78,2,220,,,,,,,,,1,800,Clear,sky is clear,01n
1531886400,2018-07-18 04:00:00 +0000 UTC,4167147,,,,299.75,298.15,301.15,1019,,,94,2,160,,,,,,,,,90,804,Clouds,overcast clouds,04n
1531890000,2018-07-18 05:00:00 +0000 UTC,4167147,,,,299.17,298.15,300.15,1019,,,94,2,190,,,,,,,,,75,803,Clouds,broken clouds,04n
1531893600,2018-07-18 06:00:00 +0000 UTC,4167147,,,,299.37,298.15,300.15,1018,,,94,3,170,,,,,,,,,75,803,Clouds,broken clouds,04n
1531897200,2018-07-18 07:00:00 +0000 UTC,4167147,,,,299.17,298.15,300.15,1018,,,94,2,213,,,,,,,,,40,802,Clouds,scattered clouds,03n
1531900800,2018-07-18 08:00:00 +0000 UTC,4167147,,,,299.17,298.15,300.15,1018,,,94,2,190,,,,,,,,,20,801,Clouds,few clouds,02n
1531904400,2018-07-18 09:00:00 +0000 UTC,4167147,,,,298.96,298.15,300.15,1017,,,94,3,180,,,,,,,,,40,802,Clouds,scattered clouds,03n
1531908000,2018-07-18 10:00:00 +0000 UTC,4167147,,,,298.57,297.15,299.15,1017,,,100,1,200,,,,,,,,,20,801,Clouds,few clouds,02n
1531911600,2018-07-18 11:00:00 +0000 UTC,4167147,,,,298.57,297.15,299.15,1017,,,100,3,200,,,,,,,,,20,801,Clouds,few clouds,02n
1531915200,2018-07-18 12:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1017,,,88,2,210,,,,,,,,,20,801,Clouds,few clouds,02d
1531918800,2018-07-18 13:00:00 +0000 UTC,4167147,,,,300.41,299.15,302.15,1018,,,83,3,200,,,,,,,,,40,802,Clouds,scattered clouds,03d
1531922400,2018-07-18 14:00:00 +0000 UTC,4167147,,,,301.65,301.15,302.15,1018,,,74,4,230,,,,,,,,,1,800,Clear,sky is clear,01d
1531926000,2018-07-18 15:00:00 +0000 UTC,4167147,,,,303.4,303.15,304.15,1017,,,79,3,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1531929600,2018-07-18 16:00:00 +0000 UTC,4167147,,,,304.29,304.15,305.15,1018,,,66,4,210,,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1531933200,2018-07-18 17:00:00 +0000 UTC,4167147,,,,303.58,300.15,305.15,1017,,,59,4,250,,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1531936800,2018-07-18 18:00:00 +0000 UTC,4167147,,,,302.34,297.15,307.15,1018,,,94,3,180,0.3,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1531936800,2018-07-18 18:00:00 +0000 UTC,4167147,,,,302.34,297.15,307.15,1018,,,94,3,180,0.3,,,,,,,,75,500,Rain,light rain,10d
1531936800,2018-07-18 18:00:00 +0000 UTC,4167147,,,,302.34,297.15,307.15,1018,,,94,3,180,0.3,,,,,,,,75,701,Mist,mist,50d
1531940400,2018-07-18 19:00:00 +0000 UTC,4167147,,,,299.7,298.15,303.15,1018,,,94,4,220,0.3,,,,,,,,90,500,Rain,light rain,10d
1531940400,2018-07-18 19:00:00 +0000 UTC,4167147,,,,299.7,298.15,303.15,1018,,,94,4,220,0.3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1531944000,2018-07-18 20:00:00 +0000 UTC,4167147,,,,298.71,298.15,299.15,1017,,,88,3,280,0.3,,,,,,,,75,500,Rain,light rain,10d
1531944000,2018-07-18 20:00:00 +0000 UTC,4167147,,,,298.71,298.15,299.15,1017,,,88,3,280,0.3,,,,,,,,75,701,Mist,mist,50d
1531944000,2018-07-18 20:00:00 +0000 UTC,4167147,,,,298.71,298.15,299.15,1017,,,88,3,280,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1531947600,2018-07-18 21:00:00 +0000 UTC,4167147,,,,299.01,298.15,300.15,1017,,,83,3,300,0.3,,,,,,,,75,500,Rain,light rain,10d
1531951200,2018-07-18 22:00:00 +0000 UTC,4167147,,,,299.44,299.15,300.15,1016,,,88,2,210,0.3,,,,,,,,40,500,Rain,light rain,10d
1531951200,2018-07-18 22:00:00 +0000 UTC,4167147,,,,299.44,299.15,300.15,1016,,,88,2,210,0.3,,,,,,,,40,721,Haze,haze,50d
1531954800,2018-07-18 23:00:00 +0000 UTC,4167147,,,,299.58,299.15,300.15,1016,,,83,2,200,0.3,,,,,,,,75,500,Rain,light rain,10d
1531958400,2018-07-19 00:00:00 +0000 UTC,4167147,,,,300.15,300.15,300.15,1015,,,83,3,210,,,,,,,,,1,800,Clear,sky is clear,01d
1531962000,2018-07-19 01:00:00 +0000 UTC,4167147,,,,300.3,300.15,301.15,1015,,,83,3,190,,,,,,,,,1,800,Clear,sky is clear,01d
1531965600,2018-07-19 02:00:00 +0000 UTC,4167147,,,,299.78,299.15,300.15,1015,,,83,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531969200,2018-07-19 03:00:00 +0000 UTC,4167147,,,,299.32,298.15,300.15,1015,,,83,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531972800,2018-07-19 04:00:00 +0000 UTC,4167147,,,,299.32,298.15,300.15,1016,,,83,2,210,,,,,,,,,1,800,Clear,sky is clear,01n
1531976400,2018-07-19 05:00:00 +0000 UTC,4167147,,,,299.32,298.15,300.15,1016,,,88,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531980000,2018-07-19 06:00:00 +0000 UTC,4167147,,,,299.15,298.15,300.15,1016,,,88,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531983600,2018-07-19 07:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1016,,,94,3,180,,,,,,,,,1,800,Clear,sky is clear,01n
1531987200,2018-07-19 08:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,94,3,180,,,,,,,,,20,801,Clouds,few clouds,02n
1531990800,2018-07-19 09:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,100,3,180,,,,,,,,,1,800,Clear,sky is clear,01n
1531994400,2018-07-19 10:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,94,3,190,,,,,,,,,1,800,Clear,sky is clear,01n
1531998000,2018-07-19 11:00:00 +0000 UTC,4167147,,,,298.64,298.15,299.15,1015,,,100,2,200,,,,,,,,,1,800,Clear,sky is clear,01n
1532001600,2018-07-19 12:00:00 +0000 UTC,4167147,,,,299.02,298.15,300.15,1016,,,94,2,200,,,,,,,,,5,800,Clear,sky is clear,02d
1532005200,2018-07-19 13:00:00 +0000 UTC,4167147,,,,299.72,299.15,300.15,1016,,,88,3,210,,,,,,,,,1,800,Clear,sky is clear,01d
1532008800,2018-07-19 14:00:00 +0000 UTC,4167147,,,,301.4,301.15,302.15,1016,,,83,3,220,,,,,,,,,1,800,Clear,sky is clear,01d
1532012400,2018-07-19 15:00:00 +0000 UTC,4167147,,,,302.42,302.15,303.15,1016,,,70,5,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1532016000,2018-07-19 16:00:00 +0000 UTC,4167147,,,,303.71,303.15,304.15,1016,,,70,5,200,,,,,,,,,40,802,Clouds,scattered clouds,03d
1532019600,2018-07-19 17:00:00 +0000 UTC,4167147,,,,304.86,304.15,306.15,1016,,,59,4,210,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1532019600,2018-07-19 17:00:00 +0000 UTC,4167147,,,,304.86,304.15,306.15,1016,,,59,4,210,0.3,,,,,,,,75,500,Rain,light rain,10d
1532023200,2018-07-19 18:00:00 +0000 UTC,4167147,,,,302.95,299.15,306.15,1016,,,78,3,190,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1532023200,2018-07-19 18:00:00 +0000 UTC,4167147,,,,302.95,299.15,306.15,1016,,,78,3,190,0.3,,,,,,,,75,500,Rain,light rain,10d
1532026800,2018-07-19 19:00:00 +0000 UTC,4167147,,,,301.83,297.15,306.15,1016,,,94,7,180,0.3,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1532026800,2018-07-19 19:00:00 +0000 UTC,4167147,,,,301.83,297.15,306.15,1016,,,94,7,180,0.3,,,,,,,,75,701,Mist,mist,50d
1532026800,2018-07-19 19:00:00 +0000 UTC,4167147,,,,301.83,297.15,306.15,1016,,,94,7,180,0.3,,,,,,,,75,500,Rain,light rain,10d
1532030400,2018-07-19 20:00:00 +0000 UTC,4167147,,,,298.67,297.15,300.15,1017,,,94,6,250,0.3,,,,,,,,75,202,Thunderstorm,thunderstorm with heavy rain,11d
1532030400,2018-07-19 20:00:00 +0000 UTC,4167147,,,,298.67,297.15,300.15,1017,,,94,6,250,0.3,,,,,,,,75,500,Rain,light rain,10d
1532030400,2018-07-19 20:00:00 +0000 UTC,4167147,,,,298.67,297.15,300.15,1017,,,94,6,250,0.3,,,,,,,,75,701,Mist,mist,50d
1532030400,2018-07-19 20:00:00 +0000 UTC,4167147,,,,298.67,297.15,300.15,1017,,,94,6,250,0.3,,,,,,,,75,741,Fog,fog,50d
1532034000,2018-07-19 21:00:00 +0000 UTC,4167147,,,,299.65,299.15,300.15,1015,,,88,3,180,0.3,,,,,,,,40,721,Haze,haze,50d
1532034000,2018-07-19 21:00:00 +0000 UTC,4167147,,,,299.65,299.15,300.15,1015,,,88,3,180,0.3,,,,,,,,40,500,Rain,light rain,10d
1532037600,2018-07-19 22:00:00 +0000 UTC,4167147,,,,300.33,299.15,301.15,1014,,,94,5,160,0.3,,,,,,,,1,500,Rain,light rain,10d
1532041200,2018-07-19 23:00:00 +0000 UTC,4167147,,,,301,300.15,302.15,1014,,,79,3,170,,,,,,,,,1,800,Clear,sky is clear,01d
1532044800,2018-07-20 00:00:00 +0000 UTC,4167147,,,,301.31,300.15,302.15,1014,,,70,4,230,,,,,,,,,1,800,Clear,sky is clear,01d
1532048400,2018-07-20 01:00:00 +0000 UTC,4167147,,,,300.71,300.15,302.15,1015,,,78,2,254,,,,,,,,,5,800,Clear,sky is clear,02n
1532052000,2018-07-20 02:00:00 +0000 UTC,4167147,,,,300.49,299.15,301.15,1015,,,78,2,220,,,,,,,,,20,801,Clouds,few clouds,02n
1532055600,2018-07-20 03:00:00 +0000 UTC,4167147,,,,299.98,299.15,301.15,1016,,,88,1,262,,,,,,,,,1,800,Clear,sky is clear,01n
1532059200,2018-07-20 04:00:00 +0000 UTC,4167147,,,,299.94,299.15,301.15,1016,,,88,2,170,,,,,,,,,1,800,Clear,sky is clear,01n
1532062800,2018-07-20 05:00:00 +0000 UTC,4167147,,,,299.75,299.15,300.15,1016,,,94,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1532066400,2018-07-20 06:00:00 +0000 UTC,4167147,,,,299.36,297.15,300.15,1016,,,88,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1532070000,2018-07-20 07:00:00 +0000 UTC,4167147,,,,299.17,297.15,300.15,1015,,,94,3,170,,,,,,,,,1,800,Clear,sky is clear,01n
1532073600,2018-07-20 08:00:00 +0000 UTC,4167147,,,,298.97,297.15,300.15,1015,,,94,3,180,,,,,,,,,1,800,Clear,sky is clear,01n
1532077200,2018-07-20 09:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,94,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1532080800,2018-07-20 10:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,94,3,170,,,,,,,,,1,800,Clear,sky is clear,01n
1532084400,2018-07-20 11:00:00 +0000 UTC,4167147,,,,299.15,299.15,299.15,1015,,,94,3,180,,,,,,,,,1,800,Clear,sky is clear,01n
1532088000,2018-07-20 12:00:00 +0000 UTC,4167147,,,,298.66,297.15,299.15,1015,,,94,4,190,,,,,,,,,1,800,Clear,sky is clear,01d
1532091600,2018-07-20 13:00:00 +0000 UTC,4167147,,,,299.65,299.15,300.15,1015,,,94,2,180,,,,,,,,,1,800,Clear,sky is clear,01d
1532095200,2018-07-20 14:00:00 +0000 UTC,4167147,,,,301.15,300.15,302.15,1016,,,88,4,210,,,,,,,,,20,801,Clouds,few clouds,02d
1532098800,2018-07-20 15:00:00 +0000 UTC,4167147,,,,302.02,299.15,304.15,1016,,,74,5,210,,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1532102400,2018-07-20 16:00:00 +0000 UTC,4167147,,,,298.2,297.15,299.15,1017,,,100,2,210,3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1532102400,2018-07-20 16:00:00 +0000 UTC,4167147,,,,298.2,297.15,299.15,1017,,,100,2,210,3,,,,,,,,90,701,Mist,mist,50d
