dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,4167147,,,,290.65,290.15,291.15,1020,,,55,1,37,,,,,,,,,1,800,Clear,sky is clear,01n
1514768400,2018-01-01 01:00:00 +0000 UTC,4167147,,,,288.83,287.15,290.15,1020,,,63,1,37,,,,,,,,,1,800,Clear,sky is clear,01n
1514772000,2018-01-01 02:00:00 +0000 UTC,4167147,,,,288,284.15,290.15,1021,,,72,2,90,,,,,,,,,1,800,Clear,sky is clear,01n
1514775600,2018-01-01 03:00:00 +0000 UTC,4167147,,,,287.26,284.15,289.15,1021,,,67,3,130,,,,,,,,,1,800,Clear,sky is clear,01n
1514779200,2018-01-01 04:00:00 +0000 UTC,4167147,,,,287.44,284.15,290.15,1021,,,76,2,110,,,,,,,,,1,800,Clear,sky is clear,01n
1514782800,2018-01-01 05:00:00 +0000 UTC,4167147,,,,287.84,287.15,289.15,1021,,,82,2,37,,,,,,,,,20,801,Clouds,few clouds,02n
1514786400,2018-01-01 06:00:00 +0000 UTC,4167147,,,,287.87,286.15,289.15,1021,,,72,2,37,,,,,,,,,75,803,Clouds,broken clouds,04n
1514790000,2018-01-01 07:00:00 +0000 UTC,4167147,,,,287.72,286.15,289.15,1020,,,77,1,50,,,,,,,,,90,721,Haze,haze,50n
1514793600,2018-01-01 08:00:00 +0000 UTC,4167147,,,,288.01,287.15,289.15,1020,,,72,1,34,,,,,,,,,90,721,Haze,haze,50n
1514797200,2018-01-01 09:00:00 +0000 UTC,4167147,,,,287.72,287.15,289.15,1019,,,77,1,70,,,,,,,,,90,721,Haze,haze,50n
1514800800,2018-01-01 10:00:00 +0000 UTC,4167147,,,,287.86,287.15,289.15,1020,,,82,2,10,,,,,,,,,90,721,Haze,haze,50n
1514800800,2018-01-01 10:00:00 +0000 UTC,4167147,,,,287.86,287.15,289.15,1020,,,82,2,10,,,,,,,,,90,701,Mist,mist,50n
1514804400,2018-01-01 11:00:00 +0000 UTC,4167147,,,,288.15,287.15,289.15,1019,,,82,3,356,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514808000,2018-01-01 12:00:00 +0000 UTC,4167147,,,,288.04,286.15,290.15,1020,,,87,3,356,,,,,,,,,75,701,Mist,mist,50n
1514811600,2018-01-01 13:00:00 +0000 UTC,4167147,,,,287.67,285.15,290.15,1019,,,100,1,10,,,,,,,,,90,804,Clouds,overcast clouds,04d
1514815200,2018-01-01 14:00:00 +0000 UTC,4167147,,,,288.32,286.15,290.15,1021,,,87,4,10,,,,,,,,,90,804,Clouds,overcast clouds,04d
1514818800,2018-01-01 15:00:00 +0000 UTC,4167147,,,,287.44,284.15,290.15,1022,,,93,5,10,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514818800,2018-01-01 15:00:00 +0000 UTC,4167147,,,,287.44,284.15,290.15,1022,,,93,5,10,0.9,,,,,,,,90,701,Mist,mist,50d
1514822400,2018-01-01 16:00:00 +0000 UTC,4167147,,,,287.56,284.15,292.15,1022,,,87,6,360,0.3,,,,,,,,90,701,Mist,mist,50d
1514822400,2018-01-01 16:00:00 +0000 UTC,4167147,,,,287.56,284.15,292.15,1022,,,87,6,360,0.3,,,,,,,,90,500,Rain,light rain,10d
1514826000,2018-01-01 17:00:00 +0000 UTC,4167147,,,,286.44,282.15,290.15,1022,,,93,7,360,0.3,,,,,,,,90,500,Rain,light rain,10d
1514826000,2018-01-01 17:00:00 +0000 UTC,4167147,,,,286.44,282.15,290.15,1022,,,93,7,360,0.3,,,,,,,,90,701,Mist,mist,50d
1514829600,2018-01-01 18:00:00 +0000 UTC,4167147,,,,286.73,285.15,289.15,1020,,,100,5,350,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514829600,2018-01-01 18:00:00 +0000 UTC,4167147,,,,286.73,285.15,289.15,1020,,,100,5,350,0.9,,,,,,,,90,701,Mist,mist,50d
1514833200,2018-01-01 19:00:00 +0000 UTC,4167147,,,,285.55,281.15,290.15,1019,,,100,7,340,0.3,,,,,,,,90,500,Rain,light rain,10d
1514833200,2018-01-01 19:00:00 +0000 UTC,4167147,,,,285.55,281.15,290.15,1019,,,100,7,340,0.3,,,,,,,,90,701,Mist,mist,50d
1514836800,2018-01-01 20:00:00 +0000 UTC,4167147,,,,284.82,281.15,288.15,1023,,,93,7,10,0.3,,,,,,,,90,500,Rain,light rain,10d
1514836800,2018-01-01 20:00:00 +0000 UTC,4167147,,,,284.82,281.15,288.15,1023,,,93,7,10,0.3,,,,,,,,90,701,Mist,mist,50d
1514840400,2018-01-01 21:00:00 +0000 UTC,4167147,,,,284.29,281.15,288.15,1021,,,93,6,360,0.3,,,,,,,,90,500,Rain,light rain,10d
1514840400,2018-01-01 21:00:00 +0000 UTC,4167147,,,,284.29,281.15,288.15,1021,,,93,6,360,0.3,,,,,,,,90,701,Mist,mist,50d
1514844000,2018-01-01 22:00:00 +0000 UTC,4167147,,,,283.68,280.15,288.15,1022,,,93,8,10,0.3,,,,,,,,90,500,Rain,light rain,10d
1514844000,2018-01-01 22:00:00 +0000 UTC,4167147,,,,283.68,280.15,288.15,1022,,,93,8,10,0.3,,,,,,,,90,701,Mist,mist,50d
1514847600,2018-01-01 23:00:00 +0000 UTC,4167147,,,,282.9,280.15,287.15,1022,,,93,8,360,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514847600,2018-01-01 23:00:00 +0000 UTC,4167147,,,,282.9,280.15,287.15,1022,,,93,8,360,0.9,,,,,,,,90,701,Mist,mist,50d
1514851200,2018-01-02 00:00:00 +0000 UTC,4167147,,,,282.06,278.15,286.15,1023,,,93,8,360,0.3,,,,,,,,90,500,Rain,light rain,10n
1514851200,2018-01-02 00:00:00 +0000 UTC,4167147,,,,282.06,278.15,286.15,1023,,,93,8,360,0.3,,,,,,,,90,701,Mist,mist,50n
1514854800,2018-01-02 01:00:00 +0000 UTC,4167147,,,,281.91,278.15,286.15,1023,,,93,8,10,0.3,,,,,,,,90,500,Rain,light rain,10n
1514858400,2018-01-02 02:00:00 +0000 UTC,4167147,,,,281.44,277.15,286.15,1024,,,93,8,360,0.3,,,,,,,,90,701,Mist,mist,50n
1514858400,2018-01-02 02:00:00 +0000 UTC,4167147,,,,281.44,277.15,286.15,1024,,,93,8,360,0.3,,,,,,,,90,500,Rain,light rain,10n
1514862000,2018-01-02 03:00:00 +0000 UTC,4167147,,,,281.06,277.15,286.15,1024,,,93,9,350,0.3,,,,,,,,90,500,Rain,light rain,10n
1514865600,2018-01-02 04:00:00 +0000 UTC,4167147,,,,279.79,277.15,281.15,1024,,,81,8,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514869200,2018-01-02 05:00:00 +0000 UTC,4167147,,,,280.54,277.15,284.15,1023,,,100,8,10,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1514869200,2018-01-02 05:00:00 +0000 UTC,4167147,,,,280.54,277.15,284.15,1023,,,100,8,10,0.9,,,,,,,,90,701,Mist,mist,50n
1514872800,2018-01-02 06:00:00 +0000 UTC,4167147,,,,280.83,278.15,284.15,1025,,,81,7,360,0.3,,,,,,,,90,500,Rain,light rain,10n
1514876400,2018-01-02 07:00:00 +0000 UTC,4167147,,,,280.13,279.15,281.15,1024,,,81,9,10,0.3,,,,,,,,90,500,Rain,light rain,10n
1514880000,2018-01-02 08:00:00 +0000 UTC,4167147,,,,279.97,278.15,281.15,1024,,,75,9,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514883600,2018-01-02 09:00:00 +0000 UTC,4167147,,,,279.63,278.15,280.15,1024,,,81,8,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514887200,2018-01-02 10:00:00 +0000 UTC,4167147,,,,279.63,278.15,280.15,1024,,,81,9,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514890800,2018-01-02 11:00:00 +0000 UTC,4167147,,,,279.79,278.15,281.15,1024,,,87,9,350,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514894400,2018-01-02 12:00:00 +0000 UTC,4167147,,,,281.22,278.15,285.15,1023,,,100,10,350,,,,,,,,,90,701,Mist,mist,50n
1514894400,2018-01-02 12:00:00 +0000 UTC,4167147,,,,281.22,278.15,285.15,1023,,,100,10,350,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1514898000,2018-01-02 13:00:00 +0000 UTC,4167147,,,,281.13,277.15,285.15,1023,,,100,6,10,0.3,,,,,,,,90,701,Mist,mist,50d
1514898000,2018-01-02 13:00:00 +0000 UTC,4167147,,,,281.13,277.15,285.15,1023,,,100,6,10,0.3,,,,,,,,90,500,Rain,light rain,10d
1514901600,2018-01-02 14:00:00 +0000 UTC,4167147,,,,281.78,277.15,286.15,1025,,,81,5,360,0.3,,,,,,,,90,701,Mist,mist,50d
1514901600,2018-01-02 14:00:00 +0000 UTC,4167147,,,,281.78,277.15,286.15,1025,,,81,5,360,0.3,,,,,,,,90,500,Rain,light rain,10d
1514905200,2018-01-02 15:00:00 +0000 UTC,4167147,,,,282.13,277.15,287.15,1025,,,100,5,20,0.3,,,,,,,,90,701,Mist,mist,50d
1514905200,2018-01-02 15:00:00 +0000 UTC,4167147,,,,282.13,277.15,287.15,1025,,,100,5,20,0.3,,,,,,,,90,500,Rain,light rain,10d
1514908800,2018-01-02 16:00:00 +0000 UTC,4167147,,,,282.76,279.15,287.15,1024,,,100,4,30,3,,,,,,,,90,701,Mist,mist,50d
1514908800,2018-01-02 16:00:00 +0000 UTC,4167147,,,,282.76,279.15,287.15,1024,,,100,4,30,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1514912400,2018-01-02 17:00:00 +0000 UTC,4167147,,,,284.01,280.15,287.15,1025,,,76,7,10,,,,,,,,,90,701,Mist,mist,50d
1514912400,2018-01-02 17:00:00 +0000 UTC,4167147,,,,284.01,280.15,287.15,1025,,,76,7,10,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1514916000,2018-01-02 18:00:00 +0000 UTC,4167147,,,,284.63,282.15,287.15,1023,,,100,4,20,0.9,,,,,,,,90,701,Mist,mist,50d
1514916000,2018-01-02 18:00:00 +0000 UTC,4167147,,,,284.63,282.15,287.15,1023,,,100,4,20,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514919600,2018-01-02 19:00:00 +0000 UTC,4167147,,,,286.15,285.15,288.15,1024,,,76,8,20,,,,,,,,,90,701,Mist,mist,50d
1514923200,2018-01-02 20:00:00 +0000 UTC,4167147,,,,285.4,283.15,287.15,1023,,,76,7,10,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1514926800,2018-01-02 21:00:00 +0000 UTC,4167147,,,,285.6,284.15,287.15,1023,,,76,9,10,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514930400,2018-01-02 22:00:00 +0000 UTC,4167147,,,,284.74,282.15,287.15,1022,,,93,7,360,0.3,,,,,,,,90,701,Mist,mist,50d
1514930400,2018-01-02 22:00:00 +0000 UTC,4167147,,,,284.74,282.15,287.15,1022,,,93,7,360,0.3,,,,,,,,90,500,Rain,light rain,10d
1514934000,2018-01-02 23:00:00 +0000 UTC,4167147,,,,284.4,281.15,287.15,1022,,,100,4,20,0.3,,,,,,,,90,701,Mist,mist,50d
1514934000,2018-01-02 23:00:00 +0000 UTC,4167147,,,,284.4,281.15,287.15,1022,,,100,4,20,0.3,,,,,,,,90,500,Rain,light rain,10d
1514937600,2018-01-03 00:00:00 +0000 UTC,4167147,,,,283.89,281.15,286.15,1023,,,76,6,10,0.3,,,,,,,,90,301,Drizzle,drizzle,09n
1514937600,2018-01-03 00:00:00 +0000 UTC,4167147,,,,283.89,281.15,286.15,1023,,,76,6,10,0.3,,,,,,,,90,500,Rain,light rain,10n
1514941200,2018-01-03 01:00:00 +0000 UTC,4167147,,,,283.56,280.15,287.15,1022,,,100,2,340,,,,,,,,,90,301,Drizzle,drizzle,09n
1514944800,2018-01-03 02:00:00 +0000 UTC,4167147,,,,283.38,280.15,287.15,1021,,,100,2,20,0.3,,,,,,,,90,500,Rain,light rain,10n
1514948400,2018-01-03 03:00:00 +0000 UTC,4167147,,,,283.51,280.15,288.15,1021,,,100,2,40,0.3,,,,,,,,90,500,Rain,light rain,10n
1514952000,2018-01-03 04:00:00 +0000 UTC,4167147,,,,282.74,280.15,287.15,1022,,,100,6,20,0.3,,,,,,,,90,500,Rain,light rain,10n
1514955600,2018-01-03 05:00:00 +0000 UTC,4167147,,,,281.96,280.15,284.15,1021,,,76,6,360,0.3,,,,,,,,90,500,Rain,light rain,10n
1514959200,2018-01-03 06:00:00 +0000 UTC,4167147,,,,281.65,280.15,283.15,1020,,,93,4,350,0.3,,,,,,,,90,500,Rain,light rain,10n
1514962800,2018-01-03 07:00:00 +0000 UTC,4167147,,,,281.62,280.15,283.15,1019,,,93,3,340,,,,,,,,,90,804,Clouds,overcast clouds,04n
1514966400,2018-01-03 08:00:00 +0000 UTC,4167147,,,,281.67,279.15,283.15,1020,,,87,4,360,,,,,,,,,90,701,Mist,mist,50n
1514970000,2018-01-03 09:00:00 +0000 UTC,4167147,,,,281.47,279.15,282.15,1018,,,100,3,360,0.3,,,,,,,,90,500,Rain,light rain,10n
1514970000,2018-01-03 09:00:00 +0000 UTC,4167147,,,,281.47,279.15,282.15,1018,,,100,3,360,0.3,,,,,,,,90,701,Mist,mist,50n
1514973600,2018-01-03 10:00:00 +0000 UTC,4167147,,,,281.66,280.15,282.15,1016,,,100,5,350,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1514973600,2018-01-03 10:00:00 +0000 UTC,4167147,,,,281.66,280.15,282.15,1016,,,100,5,350,0.9,,,,,,,,90,701,Mist,mist,50n
1514977200,2018-01-03 11:00:00 +0000 UTC,4167147,,,,281.96,280.15,283.15,1016,,,100,5,330,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1514977200,2018-01-03 11:00:00 +0000 UTC,4167147,,,,281.96,280.15,283.15,1016,,,100,5,330,0.9,,,,,,,,90,701,Mist,mist,50n
1514980800,2018-01-03 12:00:00 +0000 UTC,4167147,,,,282.26,280.15,284.15,1016,,,93,6,10,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1514980800,2018-01-03 12:00:00 +0000 UTC,4167147,,,,282.26,280.15,284.15,1016,,,93,6,10,3,,,,,,,,90,701,Mist,mist,50n
1514984400,2018-01-03 13:00:00 +0000 UTC,4167147,,,,283.3,280.15,287.15,1015,,,100,5,360,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1514984400,2018-01-03 13:00:00 +0000 UTC,4167147,,,,283.3,280.15,287.15,1015,,,100,5,360,3,,,,,,,,90,701,Mist,mist,50d
1514988000,2018-01-03 14:00:00 +0000 UTC,4167147,,,,283.87,280.15,289.15,1015,,,100,4,350,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1514988000,2018-01-03 14:00:00 +0000 UTC,4167147,,,,283.87,280.15,289.15,1015,,,100,4,350,3,,,,,,,,90,701,Mist,mist,50d
1514991600,2018-01-03 15:00:00 +0000 UTC,4167147,,,,284.19,279.15,289.15,1015,,,100,6,280,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1514991600,2018-01-03 15:00:00 +0000 UTC,4167147,,,,284.19,279.15,289.15,1015,,,100,6,280,0.9,,,,,,,,90,701,Mist,mist,50d
1514995200,2018-01-03 16:00:00 +0000 UTC,4167147,,,,281.14,277.15,290.15,1018,,,93,12,280,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1514995200,2018-01-03 16:00:00 +0000 UTC,4167147,,,,281.14,277.15,290.15,1018,,,93,12,280,3,,,,,,,,90,701,Mist,mist,50d
1514995200,2018-01-03 16:00:00 +0000 UTC,4167147,,,,281.14,277.15,290.15,1018,,,93,12,280,3,,,,,,,,90,600,Snow,light snow,13d
1514998800,2018-01-03 17:00:00 +0000 UTC,4167147,,,,278.15,277.15,279.15,1017,,,86,10,340,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1514998800,2018-01-03 17:00:00 +0000 UTC,4167147,,,,278.15,277.15,279.15,1017,,,86,10,340,3,,,,,,,,90,701,Mist,mist,50d
1515002400,2018-01-03 18:00:00 +0000 UTC,4167147,,,,279.42,279.15,280.15,1016,,,93,8,310,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1515002400,2018-01-03 18:00:00 +0000 UTC,4167147,,,,279.42,279.15,280.15,1016,,,93,8,310,0.9,,,,,,,,90,701,Mist,mist,50d
1515006000,2018-01-03 19:00:00 +0000 UTC,4167147,,,,280.4,279.15,281.15,1014,,,100,9,300,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1515006000,2018-01-03 19:00:00 +0000 UTC,4167147,,,,280.4,279.15,281.15,1014,,,100,9,300,0.9,,,,,,,,90,701,Mist,mist,50d
1515009600,2018-01-03 20:00:00 +0000 UTC,4167147,,,,281.72,281.15,282.15,1014,,,81,8,310,0.3,,,,,,,,40,500,Rain,light rain,10d
1515013200,2018-01-03 21:00:00 +0000 UTC,4167147,,,,283.42,282.15,284.15,1014,,,76,6,310,0.3,,,,,,,,75,500,Rain,light rain,10d
1515016800,2018-01-03 22:00:00 +0000 UTC,4167147,,,,283.41,282.15,285.15,1014,,,76,5,320,,,,,,,,,75,803,Clouds,broken clouds,04d
1515020400,2018-01-03 23:00:00 +0000 UTC,4167147,,,,282.56,280.15,285.15,1014,,,81,5,340,,,,,,,,,75,803,Clouds,broken clouds,04n
1515024000,2018-01-04 00:00:00 +0000 UTC,4167147,,,,281.53,280.15,283.15,1014,,,70,5,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515027600,2018-01-04 01:00:00 +0000 UTC,4167147,,,,280.17,279.15,281.15,1016,,,75,4,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1515031200,2018-01-04 02:00:00 +0000 UTC,4167147,,,,278.78,277.15,280.15,1017,,,75,6,320,,,,,,,,,40,802,Clouds,scattered clouds,03n
1515034800,2018-01-04 03:00:00 +0000 UTC,4167147,,,,277.29,276.15,278.15,1018,,,100,5,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1515038400,2018-01-04 04:00:00 +0000 UTC,4167147,,,,276.16,275.15,277.15,1019,,,100,5,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1515042000,2018-01-04 05:00:00 +0000 UTC,4167147,,,,275.58,275.15,276.15,1018,,,74,4,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515045600,2018-01-04 06:00:00 +0000 UTC,4167147,,,,275.15,275.15,275.15,1018,,,74,4,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515049200,2018-01-04 07:00:00 +0000 UTC,4167147,,,,274.99,274.15,275.15,1018,,,74,2,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515052800,2018-01-04 08:00:00 +0000 UTC,4167147,,,,274.59,273.15,275.15,1018,,,69,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515056400,2018-01-04 09:00:00 +0000 UTC,4167147,,,,274.16,272.15,275.15,1018,,,69,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515060000,2018-01-04 10:00:00 +0000 UTC,4167147,,,,273.73,272.15,275.15,1018,,,80,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515063600,2018-01-04 11:00:00 +0000 UTC,4167147,,,,273.59,272.15,275.15,1019,,,74,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515067200,2018-01-04 12:00:00 +0000 UTC,4167147,,,,273.59,271.15,275.15,1019,,,74,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515070800,2018-01-04 13:00:00 +0000 UTC,4167147,,,,273.53,271.15,275.15,1020,,,64,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515074400,2018-01-04 14:00:00 +0000 UTC,4167147,,,,274.15,273.15,275.15,1021,,,55,2,290,,,,,,,,,1,800,Clear,sky is clear,01d
1515078000,2018-01-04 15:00:00 +0000 UTC,4167147,,,,276.3,276.15,277.15,1021,,,47,3,300,,,,,,,,,1,800,Clear,sky is clear,01d
1515081600,2018-01-04 16:00:00 +0000 UTC,4167147,,,,278.52,277.15,279.15,1021,,,33,5,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515085200,2018-01-04 17:00:00 +0000 UTC,4167147,,,,280,279.15,281.15,1021,,,33,6,290,,,,,,,,,1,800,Clear,sky is clear,01d
1515088800,2018-01-04 18:00:00 +0000 UTC,4167147,,,,281.53,280.15,282.15,1021,,,33,7,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515092400,2018-01-04 19:00:00 +0000 UTC,4167147,,,,282.79,282.15,284.15,1020,,,36,7,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515096000,2018-01-04 20:00:00 +0000 UTC,4167147,,,,283.72,283.15,285.15,1019,,,34,7,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515099600,2018-01-04 21:00:00 +0000 UTC,4167147,,,,284.48,284.15,285.15,1019,,,32,7,290,,,,,,,,,1,800,Clear,sky is clear,01d
1515103200,2018-01-04 22:00:00 +0000 UTC,4167147,,,,284.52,283.15,285.15,1018,,,34,5,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515106800,2018-01-04 23:00:00 +0000 UTC,4167147,,,,283.9,283.15,285.15,1019,,,40,7,270,,,,,,,,,1,800,Clear,sky is clear,01d
1515110400,2018-01-05 00:00:00 +0000 UTC,4167147,,,,281.9,281.15,283.15,1020,,,49,5,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515114000,2018-01-05 01:00:00 +0000 UTC,4167147,,,,280.9,280.15,282.15,1021,,,52,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515117600,2018-01-05 02:00:00 +0000 UTC,4167147,,,,279.78,279.15,280.15,1021,,,100,4,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515121200,2018-01-05 03:00:00 +0000 UTC,4167147,,,,279.29,279.15,280.15,1022,,,65,5,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515124800,2018-01-05 04:00:00 +0000 UTC,4167147,,,,278.57,277.15,279.15,1022,,,70,5,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515128400,2018-01-05 05:00:00 +0000 UTC,4167147,,,,278.47,278.15,279.15,1023,,,52,3,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515132000,2018-01-05 06:00:00 +0000 UTC,4167147,,,,277.29,276.15,278.15,1024,,,52,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515135600,2018-01-05 07:00:00 +0000 UTC,4167147,,,,276.72,275.15,278.15,1024,,,52,3,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515139200,2018-01-05 08:00:00 +0000 UTC,4167147,,,,276.57,275.15,277.15,1024,,,48,4,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515142800,2018-01-05 09:00:00 +0000 UTC,4167147,,,,276.47,276.15,277.15,1024,,,44,5,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515146400,2018-01-05 10:00:00 +0000 UTC,4167147,,,,276,275.15,277.15,1024,,,47,4,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515150000,2018-01-05 11:00:00 +0000 UTC,4167147,,,,275.15,275.15,275.15,1024,,,47,4,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515153600,2018-01-05 12:00:00 +0000 UTC,4167147,,,,274.49,273.15,275.15,1025,,,51,2,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515157200,2018-01-05 13:00:00 +0000 UTC,4167147,,,,274.29,274.15,275.15,1026,,,55,3,343,,,,,,,,,1,800,Clear,sky is clear,01n
1515160800,2018-01-05 14:00:00 +0000 UTC,4167147,,,,274.4,274.15,275.15,1027,,,55,2,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515164400,2018-01-05 15:00:00 +0000 UTC,4167147,,,,276.15,275.15,277.15,1028,,,40,4,340,,,,,,,,,1,800,Clear,sky is clear,01d
1515168000,2018-01-05 16:00:00 +0000 UTC,4167147,,,,277.65,277.15,279.15,1029,,,41,2,350,,,,,,,,,1,800,Clear,sky is clear,01d
1515171600,2018-01-05 17:00:00 +0000 UTC,4167147,,,,279.48,279.15,280.15,1028,,,30,4,320,,,,,,,,,1,800,Clear,sky is clear,01d
1515175200,2018-01-05 18:00:00 +0000 UTC,4167147,,,,281.15,280.15,282.15,1028,,,26,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1515178800,2018-01-05 19:00:00 +0000 UTC,4167147,,,,283.28,282.15,285.15,1027,,,18,4,10,,,,,,,,,1,800,Clear,sky is clear,01d
1515182400,2018-01-05 20:00:00 +0000 UTC,4167147,,,,284.4,283.15,285.15,1026,,,18,3,10,,,,,,,,,1,800,Clear,sky is clear,01d
1515186000,2018-01-05 21:00:00 +0000 UTC,4167147,,,,285.14,283.15,286.15,1026,,,17,3,360,,,,,,,,,1,800,Clear,sky is clear,01d
1515189600,2018-01-05 22:00:00 +0000 UTC,4167147,,,,285.02,283.15,287.15,1026,,,19,4,20,,,,,,,,,1,800,Clear,sky is clear,01d
1515193200,2018-01-05 23:00:00 +0000 UTC,4167147,,,,284.27,283.15,285.15,1027,,,18,3,10,,,,,,,,,1,800,Clear,sky is clear,01d
1515196800,2018-01-06 00:00:00 +0000 UTC,4167147,,,,282.43,281.15,283.15,1027,,,25,2,360,,,,,,,,,1,800,Clear,sky is clear,01n
1515200400,2018-01-06 01:00:00 +0000 UTC,4167147,,,,281.01,279.15,282.15,1028,,,31,2,339,,,,,,,,,1,800,Clear,sky is clear,01n
1515204000,2018-01-06 02:00:00 +0000 UTC,4167147,,,,280.51,279.15,282.15,1028,,,34,2,341,,,,,,,,,1,800,Clear,sky is clear,01n
1515207600,2018-01-06 03:00:00 +0000 UTC,4167147,,,,279.75,278.15,282.15,1029,,,34,2,341,,,,,,,,,1,800,Clear,sky is clear,01n
1515211200,2018-01-06 04:00:00 +0000 UTC,4167147,,,,278.99,277.15,281.15,1029,,,42,1,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515214800,2018-01-06 05:00:00 +0000 UTC,4167147,,,,279.13,276.15,281.15,1029,,,42,2,338,,,,,,,,,1,800,Clear,sky is clear,01n
1515218400,2018-01-06 06:00:00 +0000 UTC,4167147,,,,278.43,276.15,281.15,1029,,,48,1,330,,,,,,,,,1,800,Clear,sky is clear,01n
1515222000,2018-01-06 07:00:00 +0000 UTC,4167147,,,,278.28,276.15,280.15,1028,,,48,2,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515225600,2018-01-06 08:00:00 +0000 UTC,4167147,,,,277.72,276.15,280.15,1028,,,45,1,330,,,,,,,,,1,800,Clear,sky is clear,01n
1515229200,2018-01-06 09:00:00 +0000 UTC,4167147,,,,277.44,276.15,279.15,1028,,,52,2,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515232800,2018-01-06 10:00:00 +0000 UTC,4167147,,,,276.72,276.15,277.15,1029,,,64,2,336,,,,,,,,,1,800,Clear,sky is clear,01n
1515236400,2018-01-06 11:00:00 +0000 UTC,4167147,,,,276.86,276.15,278.15,1029,,,52,2,330,,,,,,,,,1,800,Clear,sky is clear,01n
1515240000,2018-01-06 12:00:00 +0000 UTC,4167147,,,,277.15,277.15,277.15,1029,,,64,4,350,,,,,,,,,75,803,Clouds,broken clouds,04n
1515243600,2018-01-06 13:00:00 +0000 UTC,4167147,,,,276.9,276.15,278.15,1029,,,60,1,350,,,,,,,,,1,800,Clear,sky is clear,01n
1515247200,2018-01-06 14:00:00 +0000 UTC,4167147,,,,276.71,275.15,277.15,1030,,,60,1,360,,,,,,,,,1,800,Clear,sky is clear,01d
