pwr_out,irdnc,temp,prsure,hmdty,wnd_spd,wnd_deg,rain_1h,clouds
0.22,0.0,24.6,1018,88,2,158,0.0,1
1.8,35.31,24.38,1018,83,2,158,0.0,1
4.45,189.38,24.0,1018,100,1,140,0.0,1
6.74,415.94,24.0,1017,94,1,10,0.0,1
8.98,677.96,24.19,1018,94,2,360,0.0,1
5.96,778.92,24.0,1019,94,1,20,0.0,20
6.04,414.93,24.39,1019,94,1,80,0.0,1
4.9,1161.35,26.0,1020,88,2,60,0.0,20
5.98,1023.64,27.6,1020,78,2,60,0.0,1
7.13,335.41,28.71,1020,74,2,180,0.0,1
6.61,401.13,29.84,1020,66,2,150,0.0,20
0.71,678.82,31.0,1020,62,3,150,0.0,75
1.65,76.1,31.7,1019,55,2,176,0.0,20
0.0,9.94,32.16,1019,49,1,90,0.0,40
0.0,0.0,32.17,1018,59,6,140,0.0,20
0.0,0.0,30.75,1019,70,3,270,0.0,90
0.0,0.0,29.9,1018,83,1,340,0.0,1
0.0,0.0,28.29,1018,66,3,150,0.0,1
0.0,0.0,27.44,1019,69,2,150,0.0,1
0.0,0.0,27.29,1020,74,1,120,0.0,1
0.0,0.0,27.01,1020,74,1,158,0.0,1
0.0,0.0,26.17,1020,78,1,150,0.0,1
0.33,0.0,26.49,1021,78,1,180,0.0,1
1.81,41.08,26.4,1021,83,1,175,0.0,1
3.67,202.35,25.35,1020,94,1,120,0.0,1
3.81,419.83,25.34,1019,88,2,140,0.0,1
5.41,374.43,24.83,1019,94,1,158,0.0,1
8.09,459.29,24.84,1019,100,1,120,0.0,1
5.49,797.51,25.0,1019,94,2,140,0.0,1
5.49,797.51,25.0,1019,94,2,140,0.0,1
5.21,490.31,26.43,1019,88,1,120,0.0,1
8.15,235.79,27.86,1019,78,2,170,0.0,1
8.09,986.46,29.28,1020,62,3,220,0.0,75
7.37,881.61,30.0,1020,70,3,190,0.0,1
0.83,781.94,31.0,1020,62,1,260,0.0,1
0.0,86.47,31.71,1020,59,1,170,0.0,1
0.0,1.73,32.41,1018,52,3,160,0.9,40
0.0,1.73,32.41,1018,52,3,160,0.9,40
0.0,0.0,32.31,1018,62,5,280,0.9,40
0.0,0.0,32.31,1018,62,5,280,0.9,40
0.0,0.0,31.01,1017,52,5,250,0.0,1
0.0,0.0,31.12,1017,55,2,280,0.0,75
0.0,0.0,25.6,1020,88,3,50,0.0,75
0.0,0.0,25.6,1020,88,3,50,0.0,75
0.0,0.0,24.59,1020,100,2,200,0.3,90
0.0,0.0,24.59,1020,100,2,200,0.3,90
0.0,0.0,24.59,1020,100,2,200,0.3,90
0.0,0.0,24.0,1020,94,3,200,0.9,20
0.0,0.0,24.0,1020,94,3,200,0.9,20
0.0,0.0,24.52,1020,94,2,220,0.3,40
0.0,0.0,24.5,1020,94,2,210,0.3,1
0.13,0.0,24.0,1020,94,1,157,0.3,1
1.4,20.75,24.0,1019,100,1,192,0.0,1
3.73,103.12,23.5,1019,100,1,330,0.0,1
5.3,349.36,23.67,1018,94,1,220,0.0,1
6.4,511.06,23.5,1018,94,2,220,0.0,1
7.85,635.01,23.51,1019,100,1,195,0.0,40
8.98,1007.43,23.57,1019,94,1,230,0.0,20
8.97,1122.01,24.84,1019,83,2,280,0.0,75
8.95,1229.23,26.0,1019,83,3,270,0.0,20
0.47,1080.82,27.85,1019,74,2,0,0.0,1
0.48,47.85,28.83,1020,74,1,0,0.0,1
0.48,49.72,30.71,1019,66,2,0,0.0,1
2.44,49.29,31.67,1019,59,3,330,0.0,40
0.0,27.67,29.42,1018,66,6,170,0.0,75
0.0,0.0,28.35,1017,69,4,20,0.0,1
0.0,0.0,27.58,1017,83,3,100,0.0,75
0.0,0.0,27.31,1017,83,3,130,0.0,75
0.0,0.0,26.87,1017,78,3,150,0.0,1
0.0,0.0,25.88,1017,83,3,180,0.0,1
0.0,0.0,25.85,1018,83,3,190,0.0,1
0.0,0.0,25.79,1019,83,3,220,0.0,1
0.0,0.0,25.18,1019,88,2,240,0.0,1
0.28,0.0,25.17,1019,83,1,220,0.0,1
1.78,32.86,25.01,1019,88,2,210,0.0,1
4.05,193.7,24.84,1018,88,1,240,0.0,1
5.82,386.97,24.84,1017,88,1,220,0.0,1
5.86,385.35,24.67,1017,88,2,240,0.0,1
2.03,920.95,24.5,1017,88,2,240,0.0,1
6.6,200.4,24.72,1017,94,2,240,0.0,1
2.88,449.67,26.28,1017,83,1,240,0.0,1
1.25,289.04,28.28,1017,74,2,230,0.0,1
0.51,94.83,29.7,1018,70,4,280,0.0,75
0.89,52.32,31.0,1018,62,3,280,0.0,40
1.24,84.53,31.56,1018,59,5,310,0.0,20
0.93,117.61,30.86,1017,52,3,280,0.0,75
0.93,117.61,30.86,1017,52,3,280,0.0,75
0.0,14.27,26.31,1017,83,2,150,0.9,40
0.0,14.27,26.31,1017,83,2,150,0.9,40
0.0,14.27,26.31,1017,83,2,150,0.9,40
0.0,0.0,25.67,1017,78,5,120,0.3,75
0.0,0.0,25.67,1017,78,5,120,0.3,75
0.0,0.0,25.67,1017,78,5,120,0.3,75
0.0,0.0,25.68,1016,83,1,150,3.0,1
0.0,0.0,25.68,1016,83,1,150,3.0,1
0.0,0.0,26.67,1016,74,2,169,0.0,1
0.0,0.0,26.66,1016,74,2,210,0.0,1
0.0,0.0,26.0,1017,78,2,190,0.0,1
0.0,0.0,25.83,1017,78,2,200,0.0,1
0.0,0.0,25.67,1017,83,1,220,0.0,1
0.0,0.0,25.48,1017,83,2,190,0.0,1
0.24,0.0,25.33,1016,88,2,190,0.0,40
1.04,30.7,24.82,1016,88,4,210,0.0,1
4.42,178.57,24.82,1016,83,4,220,0.0,1
6.55,427.72,24.83,1015,88,4,190,0.0,1
8.31,605.61,24.66,1015,88,2,200,0.0,1
6.3,955.54,24.5,1016,94,1,230,0.0,1
3.12,919.08,24.51,1017,100,1,198,0.0,20
0.86,272.39,26.0,1017,88,2,170,0.0,1
0.0,74.37,27.13,1017,78,3,210,0.0,75
0.0,10.16,28.44,1017,66,3,250,0.0,20
0.11,10.38,29.49,1017,74,2,200,0.0,75
0.21,13.84,29.54,1017,78,1,235,0.0,75
0.21,13.84,29.54,1017,78,1,235,0.0,75
0.19,21.62,29.51,1016,66,4,180,0.3,40
0.19,21.62,29.51,1016,66,4,180,0.3,40
0.0,8.07,25.01,1017,94,2,100,0.9,40
0.0,8.07,25.01,1017,94,2,100,0.9,40
0.0,8.07,25.01,1017,94,2,100,0.9,40
0.0,0.0,25.18,1016,94,3,110,0.3,20
0.0,0.0,25.18,1016,94,3,110,0.3,20
0.0,0.0,25.18,1016,94,3,110,0.3,20
0.0,0.0,24.5,1017,100,2,130,0.3,90
0.0,0.0,24.5,1017,100,2,130,0.3,90
0.0,0.0,24.51,1016,100,2,120,0.3,75
0.0,0.0,24.51,1016,100,2,120,0.3,75
0.0,0.0,24.87,1016,100,2,150,0.3,40
0.0,0.0,24.86,1016,100,2,150,0.0,20
0.0,0.0,24.54,1017,100,1,190,0.0,75
0.0,0.0,24.33,1017,100,2,170,0.0,40
0.0,0.0,24.36,1018,100,2,200,0.0,40
0.24,0.0,24.16,1017,94,2,150,0.0,75
1.0,34.16,24.18,1017,100,2,181,0.0,75
3.56,147.29,24.17,1017,100,2,170,0.0,40
3.56,147.29,24.17,1017,100,2,170,0.0,40
6.63,337.57,24.16,1017,94,2,170,0.0,20
1.62,686.28,24.18,1016,100,1,154,0.0,1
1.54,189.38,23.8,1017,100,1,235,0.0,75
1.54,189.38,23.8,1017,100,1,235,0.0,75
1.05,133.6,23.79,1017,100,1,235,0.0,1
1.05,133.6,23.79,1017,100,1,235,0.0,1
6.41,99.16,25.57,1017,94,2,150,0.0,20
1.6,570.3,26.87,1018,88,2,170,0.0,20
0.53,131.44,27.58,1018,88,2,170,0.0,20
0.23,49.29,28.59,1018,79,4,170,3.0,75
0.23,49.29,28.59,1018,79,4,170,3.0,75
0.43,25.51,28.72,1018,74,5,150,0.9,20
0.43,25.51,28.72,1018,74,5,150,0.9,20
0.43,25.51,28.72,1018,74,5,150,0.9,20
0.32,41.29,26.89,1018,94,2,10,0.0,90
0.32,41.29,26.89,1018,94,2,10,0.0,90
0.0,6.49,23.6,1018,94,2,310,0.9,20
0.0,0.0,24.01,1018,88,3,182,3.0,90
0.0,0.0,24.01,1018,88,3,182,3.0,90
0.0,0.0,24.0,1018,94,4,130,0.3,90
0.0,0.0,24.28,1017,100,2,170,0.3,20
0.0,0.0,24.01,1017,94,2,130,0.3,1
0.0,0.0,23.85,1018,94,4,120,0.3,90
0.0,0.0,23.58,1018,100,2,150,0.3,1
0.0,0.0,23.84,1018,94,1,210,0.3,1
0.0,0.0,23.85,1018,100,2,130,0.3,1
0.18,0.0,23.68,1018,100,2,140,0.3,1
1.73,29.51,23.18,1018,100,2,170,0.3,1
4.27,211.29,23.52,1017,94,2,150,0.3,1
6.35,368.38,23.68,1017,100,1,160,0.3,1
8.57,606.83,23.51,1016,100,2,150,0.3,1
8.93,845.86,23.5,1017,100,3,170,0.3,75
8.99,335.41,23.51,1017,100,1,176,0.0,1
8.95,904.95,25.01,1018,94,1,176,0.0,1
7.97,975.86,27.14,1018,88,3,180,0.0,1
7.4,381.03,28.56,1019,79,2,170,0.0,1
2.68,939.54,29.43,1019,70,1,220,0.0,1
0.26,259.42,30.57,1019,62,3,170,0.0,40
0.0,27.67,31.28,1019,59,1,201,0.0,1
0.0,13.4,32.17,1018,70,2,0,0.0,40
0.0,0.0,30.61,1017,74,5,250,0.0,75
0.0,0.0,31.35,1016,66,3,290,0.0,20
0.0,0.0,30.42,1016,66,3,280,0.3,20
0.0,0.0,30.42,1016,66,3,280,0.3,20
0.0,0.0,26.16,1017,70,4,110,0.3,75
0.0,0.0,26.16,1017,70,4,110,0.3,75
0.0,0.0,25.01,1018,94,1,20,0.0,75
0.0,0.0,24.85,1018,78,2,340,0.0,1
0.0,0.0,25.16,1019,78,1,140,0.0,75
0.0,0.0,24.85,1018,88,2,140,0.0,20
0.2,0.0,24.67,1018,88,2,130,0.0,20
1.86,27.67,24.83,1018,83,1,190,0.0,1
2.24,195.86,24.66,1017,83,1,86,0.0,1
2.24,441.02,24.0,1017,100,1,86,0.0,1
2.24,263.46,24.0,1017,94,1,80,0.0,1
2.24,822.37,24.0,1017,94,1,110,0.0,1
2.24,942.14,23.81,1017,94,1,70,0.0,1
2.89,263.75,25.81,1018,88,1,110,0.0,1
5.82,258.77,27.65,1018,100,2,190,0.0,75
2.97,1104.28,28.84,1018,94,2,100,0.0,75
6.48,294.01,30.13,1018,66,1,0,0.0,1
4.12,669.74,31.65,1018,52,2,40,0.0,1
1.52,442.17,31.99,1018,52,1,120,0.0,1
0.0,8.22,33.18,1016,59,5,70,0.0,75
0.0,0.0,32.32,1016,55,6,90,0.0,1
0.0,0.0,30.6,1016,52,5,90,0.9,20
0.0,0.0,30.6,1016,52,5,90,0.9,20
0.0,0.0,30.99,1016,52,5,80,0.0,1
0.0,0.0,29.21,1016,66,3,90,0.0,1
0.0,0.0,28.16,1016,70,4,70,0.0,1
0.0,0.0,27.34,1017,74,2,80,0.0,1
0.0,0.0,26.59,1018,78,1,110,0.0,1
0.0,0.0,26.39,1018,83,2,100,0.0,1
0.15,0.0,26.19,1017,83,1,40,0.0,1
1.07,21.19,25.98,1017,83,1,40,0.0,1
1.35,139.44,25.78,1017,83,1,24,0.0,1
6.14,108.67,25.56,1017,83,1,10,0.0,1
8.19,680.12,24.96,1016,88,1,24,0.0,20
5.4,522.74,24.98,1016,94,1,17,0.0,1
5.65,1077.9,25.54,1017,94,1,10,0.0,75
8.89,549.4,26.71,1018,94,3,350,0.0,20
8.89,1046.77,27.87,1018,83,2,10,0.0,40
5.92,982.78,28.99,1018,88,2,200,0.3,90
5.6,736.76,30.0,1018,74,1,42,0.0,75
4.09,604.89,31.0,1018,66,1,60,0.0,75
1.73,432.08,31.67,1017,66,3,300,0.0,75
0.0,11.24,30.65,1016,55,5,50,0.3,75
0.0,11.24,30.65,1016,55,5,50,0.3,75
0.0,0.0,27.76,1017,78,5,250,0.3,75
0.0,0.0,27.76,1017,78,5,250,0.3,75
0.0,0.0,27.98,1016,58,3,50,0.3,90
0.0,0.0,28.69,1015,52,4,60,0.0,1
0.0,0.0,27.41,1017,62,4,70,0.0,20
0.0,0.0,26.55,1017,69,3,60,0.0,1
0.0,0.0,26.41,1017,74,3,40,0.0,1
0.0,0.0,26.47,1017,74,3,50,0.0,1
0.0,0.0,25.8,1018,83,3,40,0.0,1
0.0,0.0,25.13,1018,83,2,40,0.0,1
0.31,10.16,25.14,1017,88,2,360,0.0,1
2.24,39.35,24.64,1017,88,1,4,0.0,1
3.27,197.16,24.31,1017,88,1,360,0.0,1
3.51,320.39,24.0,1017,100,2,360,0.0,20
2.82,310.15,23.82,1017,88,1,320,0.0,1
1.37,269.15,24.0,1017,100,2,360,0.0,40
0.61,119.33,25.28,1018,88,3,10,0.0,1
3.14,55.34,26.98,1019,78,2,90,0.3,75
3.93,287.1,27.84,1018,78,3,50,0.0,40
2.68,355.12,29.0,1018,94,3,60,0.0,75
2.72,224.62,29.44,1018,70,3,360,0.0,40
1.27,243.71,27.06,1019,83,2,220,0.3,90
1.27,243.71,27.06,1019,83,2,220,0.3,90
0.0,44.32,24.21,1019,94,6,30,0.3,90
0.0,44.32,24.21,1019,94,6,30,0.3,90
0.0,44.32,24.21,1019,94,6,30,0.3,90
0.0,0.0,25.52,1018,94,2,50,0.3,75
0.0,0.0,25.52,1018,94,2,50,0.3,75
0.0,0.0,26.29,1018,83,3,50,0.3,75
0.0,0.0,26.57,1018,83,2,50,0.3,1
0.0,0.0,26.44,1019,83,2,50,0.0,1
0.0,0.0,24.99,1019,78,2,250,0.3,75
0.0,0.0,24.99,1019,78,2,250,0.3,75
0.0,0.0,24.69,1020,88,2,94,0.0,40
0.0,0.0,24.0,1020,78,1,340,0.0,20
0.0,0.0,24.2,1020,94,2,95,0.3,75
0.0,0.0,24.2,1020,94,2,95,0.3,75
0.3,0.0,23.39,1020,94,1,100,0.0,1
2.63,34.3,23.39,1019,94,2,95,0.0,1
2.58,270.66,23.0,1019,100,2,140,0.0,1
3.95,240.18,23.19,1019,94,1,50,0.0,1
4.82,387.84,23.0,1019,100,1,50,0.0,1
3.39,551.06,23.0,1020,100,1,60,0.0,1
3.6,318.01,23.0,1020,100,1,53,0.0,75
0.9,359.3,24.66,1020,83,1,80,0.0,1
2.65,77.97,26.16,1021,78,2,90,0.0,1
2.27,246.45,27.42,1021,78,3,130,0.0,1
3.48,207.25,29.14,1021,70,3,100,0.0,20
2.28,189.81,30.51,1021,66,3,70,0.0,75
1.46,215.75,29.69,1021,66,3,160,0.0,40
0.0,33.73,27.94,1021,88,3,70,0.3,75
0.0,33.73,27.94,1021,88,3,70,0.3,75
0.0,0.0,25.02,1020,83,2,20,0.3,1
0.0,0.0,25.02,1020,83,2,20,0.3,1
0.0,0.0,25.02,1020,83,2,20,0.3,1
0.0,0.0,26.0,1020,88,3,100,0.3,75
0.0,0.0,26.0,1020,88,3,100,0.3,75
0.0,0.0,26.64,1020,78,3,110,0.0,1
0.0,0.0,27.4,1020,83,2,360,0.0,20
0.0,0.0,24.24,1022,94,4,220,0.9,90
0.0,0.0,24.24,1022,94,4,220,0.9,90
0.0,0.0,23.67,1022,94,8,270,0.9,90
0.0,0.0,23.67,1022,94,8,270,0.9,90
0.0,0.0,23.01,1021,94,2,260,0.3,90
0.0,0.0,23.0,1021,94,1,10,0.3,20
0.2,0.0,23.0,1022,94,0,189,0.0,1
0.92,27.1,23.33,1021,100,1,310,0.0,90
2.86,94.91,23.18,1021,94,1,50,0.0,1
3.36,282.34,23.0,1021,94,1,35,0.0,1
7.03,303.42,23.0,1021,94,1,250,0.0,1
4.82,581.54,23.0,1021,94,2,172,0.0,20
4.21,484.69,23.0,1021,100,2,172,0.0,20
8.87,413.92,24.43,1021,94,2,172,0.0,1
5.64,926.14,25.86,1022,83,1,30,0.0,90
0.44,553.87,27.32,1021,74,1,188,0.0,75
0.19,39.78,27.85,1021,74,1,160,0.0,1
2.26,21.19,28.55,1021,66,2,230,0.0,75
0.58,195.65,29.22,1020,62,2,200,0.0,1
0.0,8.07,26.64,1020,69,7,60,0.3,75
0.0,8.07,26.64,1020,69,7,60,0.3,75
0.0,8.07,26.64,1020,69,7,60,0.3,75
0.0,8.07,26.64,1020,69,7,60,0.3,75
0.0,0.0,23.22,1020,94,3,320,0.3,90
0.0,0.0,23.22,1020,94,3,320,0.3,90
0.0,0.0,23.22,1020,94,3,320,0.3,90
0.0,0.0,23.43,1018,94,3,90,0.3,90
0.0,0.0,23.43,1018,94,3,90,0.3,90
0.0,0.0,23.43,1018,94,3,90,0.3,90
0.0,0.0,23.62,1019,100,4,230,0.3,40
0.0,0.0,23.62,1019,100,4,230,0.3,40
0.0,0.0,23.34,1018,94,1,220,0.9,1
0.0,0.0,23.34,1018,94,1,220,0.9,1
0.0,0.0,23.34,1018,94,1,220,0.9,1
0.0,0.0,23.57,1019,94,2,220,0.9,75
0.0,0.0,23.57,1019,94,2,220,0.9,75
0.0,0.0,23.57,1019,94,2,220,0.9,75
0.0,0.0,23.66,1019,94,3,280,0.9,90
0.0,0.0,23.66,1019,94,3,280,0.9,90
0.0,0.0,23.48,1020,94,2,40,0.3,40
0.0,0.0,23.0,1020,100,1,208,0.0,90
0.2,0.0,23.0,1019,100,1,120,0.0,1
1.7,30.84,23.0,1019,100,1,208,0.0,1
3.59,212.29,22.5,1018,100,1,209,0.0,1
6.35,275.42,23.0,1018,100,1,209,0.0,20
8.07,630.4,22.49,1018,94,1,209,0.0,1
8.63,828.28,22.49,1019,94,1,300,0.0,1
5.58,1034.88,22.57,1019,94,1,230,0.0,1
8.64,1225.78,23.5,1019,94,1,184,0.0,1
5.27,815.45,25.43,1020,83,1,240,0.0,1
1.15,300.71,27.0,1020,78,2,290,0.0,1
0.95,107.23,28.29,1020,69,1,260,0.0,1
0.5,87.34,29.57,1020,58,1,90,0.0,1
0.85,55.56,30.27,1020,58,2,210,0.0,20
0.0,6.92,31.13,1019,52,2,0,0.0,40
0.0,0.0,31.04,1018,70,7,170,0.9,75
0.0,0.0,31.04,1018,70,7,170,0.9,75
0.0,0.0,29.76,1018,78,4,110,0.9,20
0.0,0.0,29.76,1018,78,4,110,0.9,20
0.0,0.0,27.05,1018,94,5,20,3.0,90
0.0,0.0,27.05,1018,94,5,20,3.0,90
0.0,0.0,27.05,1018,94,5,20,3.0,90
0.0,0.0,26.01,1019,78,1,190,0.3,40
0.0,0.0,26.01,1019,78,1,190,0.3,40
0.0,0.0,24.72,1020,94,2,260,0.9,90
0.0,0.0,24.71,1020,100,2,120,0.0,90
0.0,0.0,24.53,1020,94,2,220,0.0,40
0.0,0.0,23.81,1020,94,2,220,0.0,20
0.17,0.0,23.84,1020,94,1,181,0.0,1
1.63,29.83,23.85,1020,94,1,240,0.0,1
4.27,181.6,23.33,1020,94,1,220,0.0,1
5.14,402.97,23.5,1019,94,1,250,0.0,1
6.63,469.99,23.5,1020,94,1,310,0.0,1
4.46,721.85,23.0,1020,100,1,138,0.0,1
8.29,320.39,22.86,1021,94,1,138,0.0,1
8.29,320.39,22.86,1021,94,1,138,0.0,1
8.92,824.53,24.87,1021,94,1,360,0.0,1
5.79,1147.52,26.86,1022,78,1,20,0.0,1
6.01,753.62,28.28,1022,70,1,27,0.0,1
4.12,926.0,29.35,1022,70,2,50,0.0,20
0.99,460.48,30.28,1022,55,1,350,0.0,20
0.99,105.93,30.34,1022,58,4,20,0.0,40
0.0,9.19,31.29,1021,52,1,329,0.0,20
0.0,0.0,32.16,1021,49,2,0,0.0,40
0.0,0.0,32.14,1020,49,2,290,0.0,1
0.0,0.0,32.0,1020,52,1,16,0.0,75
0.0,0.0,28.62,1021,78,4,40,0.0,75
0.0,0.0,26.94,1021,78,3,50,0.0,90
0.0,0.0,26.94,1021,78,3,50,0.0,90
0.0,0.0,26.49,1022,94,1,30,0.9,75
0.0,0.0,26.49,1022,94,1,30,0.9,75
0.0,0.0,25.52,1022,83,2,60,0.3,20
0.0,0.0,25.51,1022,83,1,0,0.3,75
0.12,0.0,25.01,1022,88,1,330,0.0,1
0.65,17.73,24.51,1022,88,1,330,0.0,1
2.6,77.83,24.49,1021,83,1,330,0.0,1
4.5,231.1,24.0,1021,88,1,333,0.0,1
4.65,430.64,23.82,1021,88,1,320,0.0,1
6.79,871.81,23.99,1021,88,2,340,0.0,1
4.67,1166.22,24.0,1021,94,2,350,0.0,1
3.86,463.5,25.83,1022,88,2,10,0.0,1
2.55,440.15,27.3,1022,88,2,300,0.0,20
5.91,222.24,27.58,1023,83,1,0,0.0,1
7.33,559.49,29.01,1023,70,4,20,0.0,40
1.76,759.1,29.99,1023,62,3,10,0.0,20
1.38,180.73,30.98,1022,52,3,20,0.0,1
0.0,25.37,29.06,1022,94,2,270,0.3,20
0.0,25.37,29.06,1022,94,2,270,0.3,20
0.0,25.37,29.06,1022,94,2,270,0.3,20
0.0,0.0,29.01,1021,74,2,20,0.3,1
0.0,0.0,29.16,1020,66,2,360,0.0,40
0.0,0.0,29.33,1020,70,4,20,0.0,20
0.0,0.0,27.56,1020,78,2,20,0.0,1
0.0,0.0,26.56,1020,83,2,50,0.0,1
0.0,0.0,26.41,1021,83,2,30,0.0,1
0.0,0.0,25.81,1021,88,2,350,0.0,1
0.0,0.0,25.15,1020,100,0,58,0.0,75
0.14,0.0,24.98,1020,94,2,320,0.0,1
1.64,20.11,24.65,1020,88,0,58,0.0,1
3.81,148.74,24.65,1019,88,1,218,0.0,1
6.36,264.9,23.65,1019,94,1,320,0.0,1
8.09,638.61,23.82,1019,94,1,320,0.0,1
6.99,811.45,23.33,1020,100,1,267,0.0,1
6.63,824.75,23.71,1020,100,1,267,0.0,40
5.68,324.42,25.56,1020,83,1,340,0.0,1
8.92,282.34,26.99,1020,78,1,60,0.0,1
7.67,1016.94,28.14,1020,70,1,276,0.0,1
4.68,996.33,29.56,1020,58,1,0,0.0,1
3.09,247.32,30.84,1020,52,2,60,0.0,1
0.52,358.65,31.43,1019,52,3,360,0.0,75
0.0,5.4,32.13,1018,49,3,30,0.0,40
0.0,0.0,32.15,1017,49,1,0,0.0,75
0.0,0.0,32.5,1016,49,2,290,0.0,1
0.0,0.0,32.0,1016,52,1,137,0.0,20
0.0,0.0,28.55,1016,62,6,120,0.0,75
0.0,0.0,28.21,1017,69,2,100,0.3,90
0.0,0.0,28.21,1017,69,2,100,0.3,90
0.0,0.0,27.18,1018,83,2,350,0.0,90
0.0,0.0,26.81,1018,74,2,120,0.3,75
0.0,0.0,26.59,1018,78,1,110,0.0,90
0.17,0.0,26.4,1017,78,2,130,0.0,90
1.59,21.76,26.6,1017,78,2,170,0.0,90
3.98,173.81,27.0,1017,83,2,190,0.0,1
5.48,388.56,26.21,1016,88,2,160,0.0,75
7.56,593.65,26.0,1016,88,2,230,0.0,90
8.31,789.3,26.0,1017,83,1,250,0.0,75
8.92,960.87,25.51,1017,83,1,183,0.0,40
8.9,1010.45,26.51,1017,78,2,220,0.0,1
8.9,1018.67,28.0,1017,74,2,240,0.0,20
7.97,953.38,29.49,1018,58,0,7,0.0,1
6.26,844.42,31.27,1018,46,2,30,0.0,1
4.06,667.15,32.13,1018,41,3,60,0.0,1
1.84,442.75,32.36,1018,46,2,0,0.0,75
0.0,43.24,33.56,1017,41,3,50,0.0,40
0.0,0.0,33.14,1016,41,2,90,0.0,40
0.0,0.0,32.42,1016,43,5,90,0.0,20
0.0,0.0,31.48,1015,41,7,70,0.0,1
0.0,0.0,29.37,1016,51,4,90,0.0,1
0.0,0.0,27.98,1017,62,4,130,0.0,1
0.0,0.0,27.15,1017,69,4,130,0.0,1
0.0,0.0,26.66,1018,78,3,140,0.0,1
0.0,0.0,26.66,1018,78,2,140,0.0,1
0.22,0.0,25.82,1018,78,2,160,0.0,1
1.82,27.24,25.33,1018,83,2,135,0.0,1
3.03,198.17,25.32,1017,83,2,160,0.0,1
6.13,287.53,25.6,1017,83,1,165,0.0,1
7.36,642.72,24.31,1017,78,1,165,0.0,1
8.84,789.08,23.86,1018,94,0,161,0.0,5
4.33,933.49,23.71,1017,94,0,161,0.0,1
8.91,502.27,26.14,1018,83,1,130,0.0,1
8.68,1019.32,28.0,1019,74,1,115,0.0,1
5.66,1025.15,28.61,1019,74,2,150,0.0,1
2.32,665.2,30.19,1020,66,1,115,0.0,1
3.37,249.05,32.0,1020,55,2,80,0.0,1
0.63,322.84,33.0,1020,52,2,180,0.0,20
0.0,16.0,33.15,1019,49,4,80,0.0,20
0.0,0.0,33.61,1019,44,1,0,0.0,20
0.0,0.0,33.14,1018,46,3,80,0.0,40
0.0,0.0,31.43,1019,74,6,210,0.0,20
0.0,0.0,27.56,1019,66,2,310,0.0,20
0.0,0.0,27.37,1019,74,1,50,0.0,1
0.0,0.0,26.84,1020,74,1,130,0.0,20
0.0,0.0,26.98,1020,74,2,130,0.0,20
0.0,0.0,26.65,1020,74,2,151,0.0,1
0.27,0.0,26.6,1020,78,1,230,0.0,1
1.54,29.55,25.63,1020,83,2,151,0.0,1
4.33,163.0,25.79,1019,74,1,171,0.0,1
6.03,440.37,25.3,1019,78,1,171,0.0,1
7.67,604.89,24.98,1019,83,1,250,0.0,1
7.36,789.08,24.86,1019,94,1,231,0.0,5
8.16,833.83,24.13,1019,88,1,231,0.0,75
7.49,1051.96,26.56,1020,74,2,330,0.0,1
2.42,1078.05,28.5,1020,70,2,320,0.0,1
8.05,232.18,30.5,1020,62,3,270,0.0,1
0.27,907.12,31.88,1021,55,3,350,0.0,1
1.11,36.32,32.36,1021,49,6,70,0.0,75
1.12,119.77,33.3,1020,59,2,0,0.0,40
0.0,23.92,32.88,1019,55,2,220,0.3,1
0.0,23.92,32.88,1019,55,2,220,0.3,1
0.0,0.0,29.53,1019,83,3,220,0.0,90
0.0,0.0,28.73,1019,78,4,110,0.3,90
0.0,0.0,28.73,1019,78,4,110,0.3,90
0.0,0.0,28.65,1019,69,2,120,0.0,20
0.0,0.0,27.43,1019,94,1,198,0.0,40
0.0,0.0,27.58,1019,74,1,200,0.0,1
0.0,0.0,26.81,1020,78,2,220,0.0,1
0.0,0.0,26.66,1020,74,1,234,0.0,1
0.0,0.0,25.99,1019,78,1,237,0.0,1
0.18,0.0,25.48,1019,74,1,250,0.0,1
1.02,22.77,25.16,1019,83,1,220,0.0,1
2.96,111.98,24.31,1019,83,1,230,0.0,1
5.4,281.04,24.66,1018,83,1,218,0.0,1
7.57,517.12,24.99,1018,83,1,218,0.0,1
5.47,781.01,24.33,1019,83,1,265,0.0,1
8.82,680.55,24.28,1019,83,1,265,0.0,1
5.16,1152.7,25.84,1019,88,1,265,0.0,1
8.83,526.2,27.26,1020,83,1,334,0.0,1
7.77,978.67,29.16,1020,74,2,0,0.0,1
5.8,828.86,31.0,1020,59,1,0,0.0,40
2.49,629.97,32.0,1020,59,1,258,0.0,40
1.07,260.14,32.25,1020,55,1,258,0.0,75
0.0,19.24,33.14,1018,49,1,0,0.0,20
0.0,0.0,33.28,1018,41,2,220,0.0,40
0.0,0.0,32.84,1017,55,1,140,0.0,1
0.0,0.0,32.43,1018,62,5,270,0.0,1
0.0,0.0,29.73,1018,74,3,120,0.0,1
0.0,0.0,28.7,1018,70,4,290,0.0,90
0.0,0.0,27.97,1019,70,2,110,0.0,75
0.0,0.0,27.81,1019,70,3,160,0.0,20
0.0,0.0,27.31,1019,74,2,150,0.0,1
0.16,0.0,26.99,1018,74,1,150,0.0,1
1.05,20.75,26.5,1018,78,1,150,0.0,1
2.94,104.63,25.67,1017,88,2,100,0.0,1
5.77,281.47,25.49,1017,88,2,180,0.0,1
