pwr_out,irdnc,temp,prsure,hmdty,wnd_spd,wnd_deg,rain_1h,clouds
0.0,0.0,21.89,1018,94,2,50,3.0,75
0.0,0.0,21.89,1018,94,2,50,3.0,75
0.0,0.0,20.87,1019,94,4,50,0.9,75
0.0,0.0,20.87,1019,94,4,50,0.9,75
0.0,0.0,20.59,1019,94,3,30,0.3,90
0.0,0.0,20.59,1019,94,3,30,0.3,90
0.0,0.0,20.12,1019,88,2,20,0.3,90
0.0,0.0,20.84,1019,88,1,95,0.3,90
0.0,0.0,20.67,1019,88,1,90,0.0,90
1.4,0.0,20.16,1018,100,1,95,0.0,75
3.48,146.92,20.0,1018,88,1,150,0.0,90
6.19,373.81,20.01,1017,100,1,150,0.0,1
8.12,586.43,20.33,1017,88,1,50,0.0,75
9.01,805.69,20.0,1017,94,1,157,0.0,90
5.05,969.62,19.84,1018,93,2,90,0.0,75
5.99,622.04,20.0,1018,93,2,90,0.0,40
6.2,380.85,21.67,1018,88,3,160,0.0,40
2.48,991.08,23.99,1018,73,2,250,0.0,75
1.36,249.31,26.0,1018,61,4,160,0.0,1
1.72,368.34,27.49,1018,51,4,150,0.0,1
0.26,169.26,27.57,1018,48,2,210,0.0,40
0.0,0.0,28.56,1017,42,3,180,0.0,1
0.0,0.0,28.5,1016,42,3,190,0.0,20
0.0,0.0,26.86,1016,57,5,110,0.0,75
0.0,0.0,26.36,1016,57,6,120,0.0,1
0.0,0.0,24.41,1016,61,5,110,0.0,75
0.0,0.0,23.37,1017,69,1,210,0.9,90
0.0,0.0,22.72,1018,78,2,110,0.3,90
0.0,0.0,22.57,1018,78,3,140,0.0,90
0.0,0.0,22.56,1018,78,2,120,0.0,90
0.0,0.0,22.33,1018,78,2,120,0.0,90
0.4,0.0,22.14,1017,78,3,140,0.0,90
2.02,52.91,22.0,1017,83,3,150,0.0,90
5.02,220.73,21.34,1017,88,2,140,0.0,75
8.21,580.12,20.68,1017,88,1,110,0.0,1
8.47,1042.57,19.41,1018,93,2,180,0.0,5
7.88,844.54,19.28,1018,93,2,180,0.0,5
5.69,1176.95,20.5,1019,94,2,180,0.0,5
2.56,867.86,22.25,1018,88,4,150,0.0,1
2.3,260.06,24.37,1019,73,4,160,0.0,90
4.92,233.98,26.15,1019,65,5,150,0.0,90
3.27,422.27,27.37,1019,54,5,160,0.0,20
0.71,365.56,28.11,1018,51,5,111,0.0,20
0.0,0.0,29.99,1017,40,3,150,0.0,20
0.0,0.0,29.61,1016,40,1,0,0.0,75
0.0,0.0,28.99,1016,54,5,120,0.3,90
0.0,0.0,29.01,1016,51,6,110,0.0,1
0.0,0.0,25.13,1016,61,6,120,0.0,1
0.0,0.0,24.13,1016,69,4,120,0.0,1
0.0,0.0,23.35,1017,69,4,120,0.0,1
0.0,0.0,22.72,1017,73,2,260,0.0,1
0.0,0.0,22.0,1017,78,2,170,0.0,90
0.0,0.0,21.72,1017,83,2,160,0.0,40
0.32,0.0,21.71,1016,83,3,160,0.0,1
2.9,37.49,21.28,1016,83,4,170,0.0,1
5.7,176.32,21.0,1016,83,3,180,0.0,1
8.05,600.36,20.68,1016,88,2,180,0.0,1
8.54,809.21,20.29,1016,88,2,210,0.0,1
8.95,958.5,19.76,1017,93,2,240,0.0,5
3.43,852.57,20.0,1017,88,3,210,0.0,90
7.59,341.32,21.68,1018,88,3,230,0.0,75
2.88,1116.42,24.0,1018,73,3,240,0.0,1
0.74,267.34,26.0,1018,61,2,230,0.0,1
1.19,68.78,27.37,1018,48,4,250,0.0,1
0.51,127.62,28.8,1017,45,5,280,0.0,40
0.0,0.0,30.63,1015,40,5,210,0.0,40
0.0,0.0,30.18,1014,38,5,240,0.0,40
0.0,0.0,29.26,1014,45,6,300,0.0,90
0.0,0.0,28.13,1015,45,6,300,0.3,40
0.0,0.0,24.99,1016,54,5,280,0.0,75
0.0,0.0,23.27,1016,64,3,280,0.0,75
0.0,0.0,23.27,1016,65,2,240,0.0,90
0.0,0.0,22.85,1018,83,3,320,0.0,75
0.0,0.0,22.49,1017,73,4,320,0.0,40
0.0,0.0,21.57,1018,73,3,340,0.0,20
0.95,0.0,21.13,1018,73,4,10,0.0,40
3.76,115.1,20.28,1017,73,4,350,0.0,1
6.55,356.14,19.41,1017,88,5,10,0.0,75
8.59,618.0,18.49,1018,82,4,10,0.0,75
9.0,842.02,17.85,1018,82,4,360,0.0,1
9.0,995.01,17.38,1018,68,5,20,0.0,1
9.0,1051.87,17.26,1019,67,3,10,0.0,1
6.02,1003.11,18.64,1020,52,4,10,0.0,1
5.55,708.34,20.02,1020,48,4,30,0.0,1
4.99,500.22,21.29,1020,46,4,360,0.0,1
1.85,491.12,22.74,1020,47,5,30,0.0,5
0.54,198.31,23.99,1019,33,4,40,0.0,40
0.0,0.0,26.58,1019,31,4,40,0.0,1
0.0,0.0,26.56,1018,30,4,30,0.0,1
0.0,0.0,25.7,1018,34,3,50,0.0,75
0.0,0.0,24.49,1018,44,5,60,0.0,1
0.0,0.0,21.86,1018,60,5,60,0.0,75
0.0,0.0,21.51,1019,64,4,40,0.0,75
0.0,0.0,20.16,1019,60,4,30,0.0,75
0.0,0.0,19.51,1019,72,3,30,0.0,40
0.0,0.0,18.17,1019,77,3,20,0.0,20
0.0,0.0,17.84,1019,88,3,10,0.0,20
0.97,0.0,17.51,1018,88,2,20,0.0,20
3.52,109.01,17.33,1018,93,3,30,0.0,20
6.15,344.68,17.0,1018,93,2,30,0.0,40
8.59,603.52,16.67,1018,93,1,360,0.0,20
8.26,714.43,16.33,1018,93,2,360,0.0,20
9.01,862.78,16.28,1019,88,1,70,0.0,75
8.43,1116.8,17.33,1019,88,3,60,0.0,20
6.06,1148.15,21.39,1019,77,4,80,0.0,20
5.47,850.82,23.34,1019,69,3,110,0.0,20
4.42,302.95,24.5,1019,60,4,130,0.0,40
3.11,331.2,26.28,1019,44,3,140,0.0,40
0.72,353.86,27.62,1018,39,3,0,0.0,20
0.0,0.0,28.42,1017,39,2,130,0.0,40
0.0,0.0,28.33,1015,39,6,110,0.0,40
0.0,0.0,28.67,1015,37,4,120,0.0,20
0.0,0.0,27.5,1015,51,5,100,0.0,1
0.0,0.0,24.44,1016,64,5,120,0.0,5
0.0,0.0,23.73,1015,64,6,110,0.0,1
0.0,0.0,22.68,1015,73,5,130,0.0,1
0.0,0.0,22.19,1015,83,3,150,0.0,1
0.0,0.0,21.34,1015,88,3,160,0.0,20
0.0,0.0,21.35,1015,88,3,160,0.0,20
0.96,0.0,21.03,1014,93,3,170,0.0,20
3.5,113.16,20.85,1014,88,3,160,0.0,75
6.26,348.63,21.01,1014,88,4,170,0.0,75
8.86,624.68,20.67,1013,94,3,160,0.0,20
6.64,908.96,20.41,1013,94,3,190,0.0,20
9.0,1070.64,20.13,1013,88,4,170,0.0,1
2.85,1093.29,21.0,1013,88,4,180,0.0,1
7.88,614.97,22.74,1014,73,5,220,0.0,40
7.98,862.2,24.87,1013,69,5,220,0.0,75
4.73,1013.79,26.0,1013,61,7,190,0.0,40
1.76,443.76,27.8,1013,51,7,200,0.0,75
0.29,168.06,29.29,1011,48,7,228,0.0,40
0.0,0.0,30.14,1009,45,8,250,0.0,20
0.0,0.0,29.03,1008,51,9,210,0.0,75
0.0,0.0,28.58,1008,54,8,220,0.0,75
0.0,0.0,27.67,1008,48,10,250,0.0,90
0.0,0.0,21.53,1009,88,3,200,0.3,75
0.0,0.0,21.53,1009,88,3,200,0.3,75
0.0,0.0,20.38,1008,88,4,210,0.0,40
0.0,0.0,20.28,1010,83,3,260,0.3,88
0.0,0.0,20.18,1011,88,3,230,0.0,90
0.0,0.0,19.84,1011,88,3,240,0.0,90
0.0,0.0,20.68,1011,83,5,280,0.3,90
0.96,0.0,20.34,1010,94,3,280,0.3,75
3.61,117.37,19.83,1009,94,3,260,0.3,40
2.34,440.48,19.82,1009,94,2,250,0.0,75
6.76,211.09,19.49,1010,93,2,230,0.0,75
5.25,839.29,19.34,1011,93,3,290,0.0,75
5.62,710.84,19.12,1012,94,3,290,0.0,40
1.32,507.09,20.13,1013,88,4,280,0.0,75
3.08,106.56,21.25,1013,83,4,320,0.0,90
8.04,241.05,22.14,1013,73,3,320,0.0,75
2.95,830.47,22.88,1014,78,4,10,0.0,90
0.76,270.59,23.24,1014,65,3,360,0.0,75
0.54,75.73,23.25,1013,69,3,50,0.0,90
0.0,0.0,22.12,1013,69,4,60,0.0,90
0.0,0.0,22.83,1012,64,5,50,0.0,40
0.0,0.0,23.0,1012,64,4,40,0.0,75
0.0,0.0,22.85,1013,69,4,40,0.0,75
0.0,0.0,20.43,1015,77,4,70,0.0,90
0.0,0.0,19.88,1016,77,5,60,0.3,90
0.0,0.0,19.34,1015,82,5,60,0.0,75
0.0,0.0,19.19,1015,88,4,80,0.0,90
0.0,0.0,19.19,1015,93,2,70,0.3,90
0.0,0.0,19.2,1014,88,2,70,0.3,90
0.88,0.0,19.36,1014,100,2,42,0.3,90
2.23,90.97,19.53,1013,93,1,170,0.3,75
6.15,230.92,19.68,1013,100,1,250,0.0,90
3.72,474.27,20.02,1013,93,1,250,0.0,90
8.71,317.07,20.83,1014,94,5,180,0.0,90
8.81,676.53,20.86,1014,100,3,200,0.0,90
2.08,778.14,21.57,1015,94,4,190,0.0,75
5.25,197.94,23.15,1015,88,4,210,0.0,75
2.44,796.91,24.25,1015,78,5,240,0.0,40
7.56,232.82,26.5,1016,83,5,210,0.0,75
2.07,649.83,28.49,1015,62,5,220,0.0,75
0.72,159.71,29.62,1015,55,7,220,0.0,40
0.0,0.0,28.98,1014,49,8,260,0.3,20
0.0,0.0,28.98,1014,49,8,260,0.3,20
0.0,0.0,28.61,1014,74,6,350,0.0,40
0.0,0.0,28.76,1014,100,3,50,3.0,90
0.0,0.0,28.76,1014,100,3,50,3.0,90
0.0,0.0,28.1,1013,43,8,280,0.3,8
0.0,0.0,28.1,1013,43,8,280,0.3,8
0.0,0.0,25.83,1015,51,5,260,0.0,75
0.0,0.0,25.34,1017,94,4,70,0.0,90
0.0,0.0,24.21,1018,94,4,60,0.0,90
0.0,0.0,24.21,1018,94,4,60,0.0,90
0.0,0.0,22.86,1018,88,3,40,0.0,75
0.0,0.0,21.98,1019,94,5,20,3.0,90
0.0,0.0,21.98,1019,94,5,20,3.0,90
0.0,0.0,21.47,1018,94,4,80,0.3,75
0.0,0.0,21.47,1018,94,4,80,0.3,75
0.6,1.73,21.36,1020,94,4,260,0.9,90
0.6,1.73,21.36,1020,94,4,260,0.9,90
0.6,1.73,21.36,1020,94,4,260,0.9,90
1.59,56.22,21.03,1019,94,5,290,3.0,90
1.59,56.22,21.03,1019,94,5,290,3.0,90
1.59,56.22,21.03,1019,94,5,290,3.0,90
2.7,141.72,20.51,1016,93,3,120,0.9,75
0.44,253.43,19.85,1017,93,0,136,0.0,75
0.0,43.05,19.66,1016,94,1,299,0.3,90
0.0,43.05,19.66,1016,94,1,299,0.3,90
0.03,6.38,19.72,1017,93,2,270,0.3,75
0.03,6.38,19.72,1017,93,2,270,0.3,75
1.41,13.76,20.48,1018,83,3,170,0.0,40
0.88,127.63,21.76,1017,94,5,170,0.3,75
0.88,127.63,21.76,1017,94,5,170,0.3,75
1.52,80.17,23.12,1018,69,3,190,0.0,40
1.05,120.68,22.78,1020,88,2,0,0.3,90
1.05,120.68,22.78,1020,88,2,0,0.3,90
1.05,120.68,22.78,1020,88,2,0,0.3,90
0.5,96.32,21.01,1019,88,4,280,0.3,90
0.5,96.32,21.01,1019,88,4,280,0.3,90
0.5,96.32,21.01,1019,88,4,280,0.3,90
0.5,96.32,21.01,1019,88,4,280,0.3,90
0.47,45.88,21.2,1027,100,1,244,0.9,92
0.0,0.0,20.87,1017,88,2,255,3.0,90
0.0,0.0,20.87,1017,88,2,255,3.0,90
0.0,0.0,20.87,1017,88,2,255,3.0,90
0.0,0.0,21.14,1016,88,3,170,0.9,75
0.0,0.0,21.14,1016,88,3,170,0.9,75
0.0,0.0,21.63,1016,88,2,300,0.3,40
0.0,0.0,21.38,1015,83,3,230,0.3,1
0.0,0.0,20.39,1016,88,2,180,0.3,1
0.0,0.0,19.7,1017,88,1,200,0.3,90
0.0,0.0,19.15,1017,93,5,20,0.0,90
0.0,0.0,18.87,1017,100,2,40,0.3,90
0.0,0.0,19.0,1016,100,3,340,0.0,90
0.0,0.0,17.22,1017,100,4,350,3.0,90
0.0,0.0,17.22,1017,100,4,350,3.0,90
0.0,0.0,17.22,1017,100,4,350,3.0,90
0.0,0.0,17.22,1017,100,4,350,3.0,90
0.49,0.0,17.01,1017,93,4,360,3.0,90
0.49,0.0,17.01,1017,93,4,360,3.0,90
0.49,0.0,17.01,1017,93,4,360,3.0,90
1.54,46.72,16.43,1017,100,4,350,3.0,90
1.54,46.72,16.43,1017,100,4,350,3.0,90
1.54,46.72,16.43,1017,100,4,350,3.0,90
7.28,144.06,16.29,1017,100,3,340,0.3,90
7.28,144.06,16.29,1017,100,3,340,0.3,90
8.92,651.8,16.0,1018,100,5,360,3.0,90
8.92,651.8,16.0,1018,100,5,360,3.0,90
8.91,865.28,16.01,1018,87,4,340,0.3,90
8.91,865.28,16.01,1018,87,4,340,0.3,90
8.95,1008.72,15.71,1019,87,3,360,0.3,90
8.95,1086.55,15.69,1020,87,4,10,0.0,90
8.96,1080.93,16.56,1021,77,4,20,0.0,40
8.71,1013.91,17.86,1021,68,3,350,0.0,1
6.62,856.53,20.01,1021,60,5,10,0.0,1
3.89,651.04,21.43,1021,52,6,20,0.0,1
0.93,401.24,22.57,1021,49,6,10,0.0,1
0.0,0.0,23.71,1020,38,6,30,0.0,1
0.0,0.0,23.72,1020,40,5,60,0.0,1
0.0,0.0,23.72,1020,40,6,60,0.0,1
0.0,0.0,23.0,1020,38,5,40,0.0,1
0.0,0.0,19.63,1021,40,4,50,0.0,1
0.0,0.0,18.73,1021,52,3,60,0.0,1
0.0,0.0,17.84,1022,63,2,50,0.0,1
0.0,0.0,17.68,1022,72,2,50,0.0,1
0.0,0.0,16.84,1022,72,2,50,0.0,1
0.0,0.0,16.15,1022,59,1,40,0.0,1
0.9,0.0,15.29,1022,59,1,60,0.0,1
4.06,98.15,15.15,1021,72,1,40,0.0,1
6.81,363.62,14.71,1021,72,1,18,0.0,1
8.82,624.78,14.57,1021,77,1,18,0.0,1
6.15,840.96,14.72,1021,82,3,19,0.0,1
5.84,247.89,14.49,1021,72,3,19,0.0,1
9.01,386.11,15.99,1022,67,2,20,0.0,1
6.02,885.79,19.25,1022,63,4,20,0.0,1
5.1,624.67,22.26,1023,56,4,20,0.0,1
6.57,235.21,23.71,1023,47,4,90,0.0,1
3.84,707.22,24.14,1023,44,2,0,0.0,20
0.66,406.43,25.57,1022,41,4,80,0.0,20
0.0,0.0,26.37,1021,39,5,70,0.0,40
0.0,0.0,26.57,1020,41,4,60,0.0,75
0.0,0.0,26.38,1020,44,6,80,0.0,40
0.0,0.0,25.64,1020,50,5,90,0.0,1
0.0,0.0,22.63,1020,64,5,80,0.0,1
0.0,0.0,21.38,1021,73,4,100,0.0,20
0.0,0.0,21.21,1021,77,3,110,0.0,1
0.0,0.0,20.51,1021,82,3,130,0.0,1
0.0,0.0,19.73,1021,82,2,110,0.0,1
0.0,0.0,19.17,1021,88,2,120,0.0,1
1.24,0.58,18.59,1021,88,2,100,0.0,1
4.03,129.28,18.46,1020,93,2,120,0.0,1
6.08,377.03,18.3,1020,93,2,120,0.0,1
8.32,633.32,18.16,1020,93,1,110,0.0,1
2.52,765.95,17.88,1020,93,2,120,0.0,1
3.73,257.69,18.16,1021,93,1,130,0.0,1
9.01,273.8,18.44,1021,88,1,120,0.0,1
8.96,1180.38,21.44,1022,73,3,130,0.0,1
8.91,1071.42,23.76,1022,57,7,140,0.0,1
6.6,729.56,25.37,1022,47,5,130,0.0,1
3.38,655.91,26.0,1022,47,4,140,0.0,40
0.89,375.3,26.85,1021,47,3,140,0.0,75
0.0,0.0,27.57,1020,42,3,100,0.0,40
0.0,0.0,28.15,1020,44,5,120,0.0,20
0.0,0.0,27.86,1019,42,3,0,0.0,40
0.0,0.0,26.5,1019,54,6,100,0.0,1
0.0,0.0,23.0,1019,56,5,110,0.0,1
0.0,0.0,22.13,1020,64,3,110,0.0,1
0.0,0.0,21.51,1020,68,3,100,0.0,1
0.0,0.0,20.44,1021,77,2,100,0.0,1
0.0,0.0,19.73,1020,82,2,100,0.0,1
0.0,0.0,20.03,1020,82,2,100,0.0,1
0.93,1.73,19.44,1019,88,2,100,0.0,1
2.07,126.54,19.0,1019,88,1,100,0.0,1
5.07,193.27,18.67,1018,93,1,110,0.0,1
5.4,458.21,18.66,1019,93,2,115,0.0,1
4.51,258.41,18.51,1019,100,2,124,0.0,1
7.82,476.04,18.6,1019,100,2,120,0.0,40
7.82,476.04,18.6,1019,100,2,120,0.0,40
9.0,1066.52,20.32,1019,100,1,120,0.0,1
4.47,1163.73,22.0,1020,88,4,230,0.9,75
5.2,377.89,23.72,1020,94,3,143,0.0,75
6.09,476.04,26.13,1020,61,4,160,0.0,90
1.25,641.21,27.37,1019,69,4,140,0.0,75
0.87,130.79,28.71,1018,51,6,190,0.0,40
0.0,0.0,30.27,1016,40,6,150,0.0,75
0.0,0.0,29.62,1015,54,5,100,0.0,75
0.0,0.0,29.86,1015,54,6,110,0.0,75
0.0,0.0,29.12,1016,42,3,150,0.0,20
0.0,0.0,26.42,1016,69,6,120,0.0,1
0.0,0.0,25.26,1016,78,4,110,0.0,1
0.0,0.0,24.16,1017,83,3,130,0.0,1
0.0,0.0,24.0,1017,88,4,130,0.0,1
0.0,0.0,23.71,1017,83,4,140,0.0,1
0.0,0.0,23.57,1017,83,5,160,0.0,1
1.18,2.31,23.43,1016,83,6,160,0.0,1
2.39,127.12,23.43,1016,88,3,170,0.0,1
6.73,200.62,23.0,1016,94,3,150,0.0,40
6.16,552.57,23.0,1016,94,5,160,0.0,75
6.56,781.58,23.45,1015,94,4,160,0.0,75
5.74,948.19,23.64,1015,94,5,170,0.0,75
6.04,643.37,23.88,1016,88,4,160,0.0,90
3.72,526.85,24.99,1015,78,7,180,0.0,40
3.26,338.22,26.75,1015,74,7,180,0.0,20
2.69,284.93,28.12,1015,62,7,180,0.0,75
1.23,261.73,29.61,1014,58,9,180,0.0,20
0.12,92.1,30.24,1014,52,9,170,0.0,20
0.0,0.0,27.69,1011,69,7,200,3.0,75
0.0,0.0,27.69,1011,69,7,200,3.0,75
0.0,0.0,26.76,1011,94,7,180,0.3,40
0.0,0.0,26.24,1011,78,6,270,0.3,75
0.0,0.0,26.24,1011,78,6,270,0.3,75
0.0,0.0,23.3,1011,94,7,220,0.9,75
0.0,0.0,23.3,1011,94,7,220,0.9,75
0.0,0.0,21.4,1013,88,6,270,0.3,90
0.0,0.0,21.4,1013,88,6,270,0.3,90
0.0,0.0,19.92,1015,88,7,260,0.3,90
0.0,0.0,19.92,1015,88,7,260,0.3,90
0.0,0.0,17.99,1015,88,6,260,0.0,75
0.0,0.0,17.5,1015,82,6,260,0.0,20
0.0,0.0,17.58,1016,77,5,260,0.0,1
0.0,0.0,17.01,1016,82,4,250,0.0,1
1.43,0.86,16.73,1016,77,4,240,0.0,20
4.84,164.3,16.43,1015,77,3,250,0.0,90
7.53,443.04,17.14,1015,72,4,240,0.0,90
8.97,680.41,17.01,1016,77,4,280,0.0,75
8.97,892.42,16.14,1016,72,4,270,0.0,1
8.97,1040.72,15.74,1017,63,8,310,0.0,75
8.98,1111.09,15.86,1018,77,7,330,0.0,90
8.99,1109.68,15.58,1019,59,6,310,0.0,40
8.93,1036.97,15.13,1020,41,10,320,0.0,75
6.78,887.23,16.44,1020,41,6,300,0.0,1
3.98,657.1,16.79,1019,34,8,290,0.0,5
0.98,389.71,18.13,1019,34,9,290,0.0,1
0.0,0.0,21.01,1018,37,6,280,0.0,40
0.0,0.0,21.27,1016,27,5,270,0.0,5
0.0,0.0,21.86,1016,35,7,270,0.0,1
0.0,0.0,20.75,1016,40,5,280,0.0,1
0.0,0.0,17.49,1018,48,2,280,0.0,5
0.0,0.0,16.63,1018,59,6,270,0.0,1
0.0,0.0,15.85,1019,63,4,270,0.0,1
0.0,0.0,14.71,1019,67,4,260,0.0,1
0.0,0.0,14.58,1020,72,4,260,0.0,1
0.0,0.0,13.99,1020,72,3,260,0.0,1
1.55,1.15,13.29,1020,77,3,260,0.0,1
4.7,165.45,12.72,1020,82,3,280,0.0,1
7.4,425.45,12.73,1019,82,1,290,0.0,1
8.99,675.15,12.29,1019,87,2,310,0.0,1
8.99,877.28,11.65,1020,93,2,280,0.0,5
9.0,1019.97,11.48,1020,58,3,350,0.0,1
9.01,1085.4,13.28,1021,54,4,360,0.0,1
9.01,1092.17,15.24,1021,44,6,360,0.0,1
8.48,1013.05,17.13,1022,39,5,10,0.0,1
6.44,860.56,18.88,1022,34,3,360,0.0,1
3.77,633.42,20.15,1022,34,3,360,0.0,1
0.94,357.57,21.62,1021,30,4,310,0.0,1
0.0,0.0,23.84,1020,25,2,360,0.0,1
0.0,0.0,24.49,1019,26,1,344,0.0,1
0.0,0.0,25.11,1018,26,2,280,0.0,1
0.0,0.0,25.71,1018,27,2,290,0.0,1
0.0,0.0,21.73,1018,63,1,278,0.0,5
0.0,0.0,19.69,1018,35,2,240,0.0,1
0.0,0.0,18.54,1019,40,2,291,0.0,1
0.0,0.0,17.66,1019,42,2,291,0.0,1
0.0,0.0,16.83,1019,52,1,220,0.0,1
0.0,0.0,16.0,1019,63,2,270,0.0,1
1.44,2.59,15.14,1019,59,1,227,0.0,1
4.33,150.03,14.88,1018,72,1,216,0.0,1
6.8,396.49,13.58,1018,77,1,216,0.0,1
8.53,645.1,13.01,1018,100,1,216,0.0,1
9.01,853.18,12.03,1019,100,1,179,0.0,1
8.81,984.51,11.62,1020,100,1,179,0.0,1
8.99,1069.54,13.62,1020,87,1,179,0.0,1
9.01,1049.69,18.0,1020,72,1,198,0.0,1
7.91,981.05,21.99,1021,46,1,198,0.0,1
5.97,844.28,24.29,1021,38,2,210,0.0,1
3.49,609.5,26.49,1021,28,2,280,0.0,1
0.92,344.17,27.75,1020,26,1,200,0.0,1
0.0,0.0,29.7,1019,20,2,290,0.0,1
0.0,0.0,30.14,1019,20,3,200,0.0,1
0.0,0.0,29.85,1018,18,2,190,0.0,1
0.0,0.0,30.41,1018,18,3,220,0.0,1
0.0,0.0,25.11,1018,31,4,130,0.0,1
0.0,0.0,23.43,1019,38,2,120,0.0,1
0.0,0.0,22.13,1019,38,1,320,0.0,1
0.0,0.0,20.98,1020,46,1,200,0.0,1
0.0,0.0,20.0,1020,49,3,180,0.0,1
0.0,0.0,19.43,1019,52,3,180,0.0,1
1.49,3.6,19.49,1019,64,3,190,0.0,1
4.31,159.11,18.83,1018,72,4,190,0.0,1
6.82,411.19,18.17,1018,77,2,230,0.0,1
8.65,656.48,16.71,1018,77,3,240,0.0,1
9.01,848.75,16.57,1018,77,2,230,0.0,1
9.01,991.43,16.86,1019,77,2,220,0.0,1
9.01,1062.12,17.51,1020,77,2,230,0.0,1
8.84,1062.05,20.49,1020,56,3,280,0.0,1
8.19,788.21,23.42,1020,44,4,230,0.0,1
6.14,851.34,25.27,1020,47,5,250,0.0,1
3.27,643.37,27.15,1020,47,5,260,0.0,1
0.86,351.09,27.99,1019,45,3,290,0.0,1
0.0,0.0,29.12,1018,42,7,270,0.0,1
0.0,0.0,29.86,1018,38,6,250,0.0,1
0.0,0.0,29.28,1018,45,5,250,0.0,20
0.0,0.0,28.88,1018,48,7,300,0.0,1
0.0,0.0,24.85,1018,54,5,290,0.0,1
0.0,0.0,22.98,1018,64,4,270,0.0,1
0.0,0.0,21.98,1019,69,4,270,0.0,1
0.0,0.0,21.42,1019,69,3,270,0.0,1
0.0,0.0,19.83,1019,73,3,280,0.0,1
0.0,0.0,19.16,1019,77,3,310,0.0,1
0.83,3.68,18.58,1018,85,3,300,0.0,1
3.12,95.12,17.99,1018,93,2,290,0.0,1
6.5,219.64,17.7,1018,93,2,300,0.0,1
8.33,628.34,17.72,1018,100,1,320,0.0,1
7.03,845.72,17.12,1019,100,2,320,0.0,75
9.02,516.68,17.36,1020,88,3,330,0.0,75
9.02,516.68,17.36,1020,88,3,330,0.0,75
8.54,1059.17,19.08,1020,83,2,360,0.0,75
8.54,1059.17,19.08,1020,83,2,360,0.0,75
9.0,991.08,20.99,1021,83,2,10,0.0,90
6.64,1208.91,22.86,1021,69,4,20,0.0,40
4.37,677.09,24.5,1021,61,3,60,0.0,1
2.41,375.73,26.0,1021,65,4,20,0.0,90
0.61,220.8,27.24,1020,51,1,0,0.0,1
0.0,0.0,27.55,1020,58,7,10,0.0,20
0.0,0.0,27.26,1020,65,7,10,0.0,90
0.0,0.0,27.01,1019,57,7,360,0.0,20
0.0,0.0,25.87,1020,61,7,10,0.0,40
0.0,0.0,22.02,1020,78,6,20,0.0,90
0.0,0.0,21.01,1021,83,6,10,0.0,75
0.0,0.0,20.13,1022,83,3,30,0.0,90
0.0,0.0,19.7,1022,77,4,360,0.0,90
0.0,0.0,19.86,1022,82,4,10,0.0,90
0.0,0.0,19.15,1021,82,3,20,0.0,75
0.74,4.22,18.97,1021,93,2,330,0.0,90
1.53,92.24,19.15,1020,88,3,10,0.0,90
4.12,148.74,19.67,1020,88,2,10,0.0,20
3.84,324.93,19.76,1021,100,2,360,0.0,90
6.48,496.58,20.21,1021,83,5,80,0.0,75
4.44,1185.13,20.49,1021,83,5,100,0.0,90
7.48,423.29,21.6,1021,83,5,100,0.0,75
6.61,903.23,22.99,1021,83,7,100,0.3,90
1.6,697.42,24.24,1022,69,7,80,0.0,75
2.45,200.04,26.56,1022,57,7,90,0.0,20
0.62,328.6,26.86,1022,65,8,80,0.0,75
0.78,83.02,25.72,1022,69,7,80,0.3,75
0.78,83.02,25.72,1022,69,7,80,0.3,75
0.0,0.0,26.72,1021,61,9,90,0.0,40
0.0,0.0,26.27,1021,65,10,80,0.0,75
0.0,0.0,25.86,1020,65,7,90,0.3,75
0.0,0.0,25.86,1020,65,7,90,0.3,75
0.0,0.0,25.14,1020,65,8,90,3.0,75
0.0,0.0,23.43,1021,78,5,80,0.0,90
0.0,0.0,23.01,1021,78,6,90,0.0,40
0.0,0.0,22.29,1022,78,6,110,0.0,40
0.0,0.0,22.28,1022,78,4,110,0.3,90
0.0,0.0,22.15,1022,83,5,90,0.0,90
0.0,0.0,21.72,1021,94,3,100,0.0,90
0.83,2.16,21.87,1021,83,5,80,0.0,75
0.86,72.35,21.73,1020,88,3,80,0.0,90
0.59,105.93,21.57,1020,83,4,80,0.0,90
0.86,102.04,21.86,1020,83,2,80,0.0,90
0.79,189.96,21.71,1020,78,4,60,0.0,90
3.16,158.54,21.57,1021,83,7,140,3.0,90
3.16,158.54,21.57,1021,83,7,140,3.0,90
3.54,745.84,22.39,1021,88,3,120,0.3,90
3.54,745.84,22.39,1021,88,3,120,0.3,90
3.54,745.84,22.39,1021,88,3,120,0.3,90
3.23,983.65,23.0,1022,83,3,70,0.3,90
4.08,833.29,23.9,1022,94,3,100,0.9,90
4.08,833.29,23.9,1022,94,3,100,0.9,90
3.09,897.75,24.53,1022,88,3,100,0.9,90
3.09,897.75,24.53,1022,88,3,100,0.9,90
3.09,897.75,24.53,1022,88,3,100,0.9,90
0.46,643.8,24.3,1021,83,5,100,3.0,90
0.46,643.8,24.3,1021,83,5,100,3.0,90
0.46,643.8,24.3,1021,83,5,100,3.0,90
0.34,126.25,24.9,1020,74,8,90,0.3,75
0.0,0.0,25.29,1018,69,6,100,3.0,75
0.0,0.0,25.29,1018,69,6,100,3.0,75
0.0,0.0,26.29,1018,78,7,130,0.0,40
0.0,0.0,25.56,1017,69,7,120,0.0,20
